Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
533,João Pedro Pepê,br BRA,MF,Cuiabá,24,1998,25.8,60,34,29,22,9,14,49,28.6,35,24,3,21,17,77,28,0,Matches,d75471eb
534,Peglow,br BRA,FWMF,Atl Goianiense,20,2002,2.6,5,4,2,1,2,3,9,33.3,6,4,0,4,4,9,3,0,Matches,8a861bc5
535,Pegorari,br BRA,GK,Juventude,30,1991,12.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,1,Matches,2ad9d2e3
536,Matheus Peixoto,br BRA,FW,Ceará,26,1995,5.2,6,3,1,4,1,2,6,33.3,4,4,2,2,2,8,4,0,Matches,05160796
537,Douglas Pelé,br BRA,FWDF,Goiás,22,1999,1.0,2,2,2,0,0,0,0,,0,2,0,2,1,3,1,0,Matches,7c6ac38f
538,Léo Pelé,br BRA,DF,São Paulo,25,1996,27.6,23,15,6,17,0,13,19,68.4,6,16,10,6,15,38,68,2,Matches,77980eb9
539,Carlos de Pena,uy URU,MFFW,Internacional,29,1992,29.3,44,26,14,22,8,27,50,54.0,23,30,2,28,54,98,36,0,Matches,6b915aa1
540,Andreas Pereira,br BRA,MF,Flamengo,26,1996,8.8,8,5,1,4,3,3,16,18.8,13,7,0,7,4,12,7,0,Matches,6639e500
541,Egídio Pereira Júnior,br BRA,DFMF,Coritiba,35,1986,14.0,33,13,19,11,3,15,47,31.9,32,16,2,14,20,53,22,2,Matches,6c5b3d31
542,Léo Pereira,br BRA,DF,Flamengo,26,1996,12.4,13,9,8,4,1,10,18,55.6,8,12,6,6,11,24,22,0,Matches,bd247251
543,Hernán Pérez,py PAR,FW,Coritiba,32,1989,1.1,2,0,1,1,0,2,6,33.3,4,1,1,0,0,2,0,0,Matches,e1cea3f7
544,Lucas Perri,br BRA,GK,Botafogo (RJ),24,1997,3.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,5dbd461a
545,Petterson,br BRA,FWMF,Flamengo,18,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,9943597e
546,Yan Phillipe,br BRA,FW,Atlético Mineiro,17,2004,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches,03d01a35
547,Del Piage,br BRA,MF,Botafogo (RJ),21,2000,5.7,23,13,10,12,1,12,33,36.4,21,10,2,8,7,30,8,0,Matches,679ca46d
548,Lucas Piazon,br BRA,FWMF,Botafogo (RJ),28,1994,8.3,21,9,5,13,3,5,12,41.7,7,5,0,5,2,23,11,0,Matches,f201798c
549,Yago Pikachu,br BRA,DFMF,Fortaleza,29,1992,13.4,11,9,10,0,1,5,17,29.4,12,11,3,8,5,16,8,0,Matches,462f1e13
550,Mario Pineida,ec ECU,DF,Fluminense,29,1992,3.7,4,2,2,2,0,2,3,66.7,1,1,0,1,2,6,10,0,Matches,2990a468
551,Joaquín Piquerez,uy URU,DF,Palmeiras,23,1998,24.7,57,36,24,22,11,29,68,42.6,39,36,8,28,38,95,38,0,Matches,46009f44
552,Gabriel Pirani,br BRA,FWMF,Santos,19,2002,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches,17205abf
553,Gabriel Pirani,br BRA,MFFW,Cuiabá,19,2002,4.9,5,3,1,4,0,0,10,0.0,10,3,0,3,2,7,1,0,Matches,17205abf
554,Felipe Pires,br BRA,MFFW,Juventude,26,1995,7.4,3,1,0,1,2,1,3,33.3,2,3,0,3,0,3,2,0,Matches,2cd3d3ce
555,Rafael Pires,br BRA,GK,Atlético Mineiro,32,1989,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,539f6761
556,Lucas Piton,br BRA,DFFW,Corinthians,21,2000,19.7,39,23,16,18,5,17,31,54.8,14,17,3,14,32,71,33,0,Matches,defce7f1
557,Isidro Pitta,py PAR,FW,Juventude,22,1999,26.8,11,6,2,5,4,8,12,66.7,4,10,3,7,4,15,16,0,Matches,e9fc7295
558,Luan Polli,br BRA,GK,Atl Goianiense,28,1993,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches,96aa89c4
559,Diego Porfirio,br BRA,DF,Coritiba,22,1999,5.0,12,6,4,6,2,7,13,53.8,6,3,1,2,5,17,15,0,Matches,8512d219
560,William Pottker,br BRA,FWMF,Avaí,28,1993,21.9,17,11,9,6,2,10,25,40.0,15,18,1,17,17,34,15,0,Matches,214a16c5
561,Bruno Praxedes,br BRA,MF,Bragantino,19,2002,6.5,6,3,0,5,1,1,6,16.7,5,4,1,3,4,10,2,0,Matches,5dd520a8
562,Erick Pulgar,cl CHI,MF,Flamengo,28,1994,3.9,8,3,2,6,0,3,8,37.5,5,8,1,7,3,11,8,0,Matches,4611e028
563,Jean Pyerre,br BRA,MF,Avaí,23,1998,8.4,9,4,3,6,0,3,8,37.5,5,8,0,8,7,16,1,0,Matches,b41dc073
564,Du Queiroz,br BRA,MF,Corinthians,22,2000,28.9,52,29,22,26,4,15,59,25.4,44,37,11,26,33,85,18,0,Matches,8440b0cb
565,Igor Rabello,br BRA,DF,Atlético Mineiro,26,1995,6.7,12,5,11,1,0,8,11,72.7,3,12,8,4,14,26,21,0,Matches,48048864
566,Rafael,br BRA,DF,Botafogo (RJ),31,1990,3.1,9,7,6,1,2,4,9,44.4,5,5,0,5,9,18,5,0,Matches,9a1f2e1c
567,Caio Rafael,br BRA,FW,Ceará,17,2004,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches,b7cda839
568,Léo Rafael,br BRA,FWMF,Ceará,20,2001,1.0,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0,Matches,ef1df474
569,Zé Rafael,br BRA,MF,Palmeiras,28,1993,28.5,67,30,29,32,6,27,77,35.1,50,25,2,23,27,94,21,0,Matches,634b1413
570,Rafinha,br BRA,DF,São Paulo,36,1985,28.5,60,34,31,24,5,34,54,63.0,20,17,4,13,32,92,55,0,Matches,d003e213
571,Eric Ramires,br BRA,MFFW,Bragantino,21,2000,12.9,26,16,10,15,1,12,33,36.4,21,16,2,14,4,30,14,0,Matches,37faa4cb
572,Lucas Ramires,br BRA,DF,Juventude,19,2002,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,32395c13
573,Ramon,br BRA,DF,Bragantino,20,2001,8.0,20,10,14,5,1,15,27,55.6,12,13,4,9,11,31,21,0,Matches,fdf88bc0
574,Lucas Ramos,br BRA,MFFW,Internacional,21,2001,0.9,2,0,1,1,0,1,1,100.0,0,2,0,2,2,4,0,0,Matches,c0163100
575,Rafael Ramos,pt POR,DF,Corinthians,27,1995,14.5,35,23,25,9,1,18,32,56.3,14,15,2,13,19,54,31,0,Matches,f8ddf51c
576,Raniele,br BRA,MFDF,Avaí,25,1996,31.3,61,33,30,25,6,30,63,47.6,33,56,25,31,39,100,106,1,Matches,a025365f
577,Wellington Rato,br BRA,FWMF,Atl Goianiense,29,1992,30.9,29,22,16,10,3,15,46,32.6,31,18,3,15,10,39,24,0,Matches,598917cf
578,Raul,br BRA,MF,Bragantino,25,1996,27.5,72,42,36,34,2,43,75,57.3,32,34,11,23,48,120,41,0,Matches,c2f9cf65
579,Pedro Raul,br BRA,FW,Goiás,25,1996,30.5,13,9,2,8,3,5,18,27.8,13,19,4,15,4,17,41,0,Matches,ed074559
580,Leonardo Realpe,ec ECU,DF,Bragantino,20,2001,7.4,7,3,5,2,0,5,9,55.6,4,11,8,3,15,22,34,0,Matches,57701cbd
581,Rafinha Rech,br BRA,FWMF,Juventude,19,2002,4.2,2,2,1,0,1,1,5,20.0,4,8,0,8,4,6,2,0,Matches,a8f19786
582,Régis,br BRA,MF,Coritiba,29,1992,8.5,18,10,6,8,4,8,20,40.0,12,10,0,10,1,19,4,0,Matches,0e2331f3
583,Reinaldo,br BRA,DFFW,São Paulo,32,1989,16.3,16,12,7,7,2,7,16,43.8,9,15,2,13,10,26,22,0,Matches,ab3edc87
584,César Reis,br BRA,GK,Juventude,26,1995,24.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,1,Matches,76d4135b
585,Renan,br BRA,DF,Bragantino,19,2002,3.2,8,3,7,1,0,6,7,85.7,1,6,3,3,2,10,14,0,Matches,80c738be
586,Robert Renan,br BRA,DF,Corinthians,18,2003,10.0,17,11,11,5,1,11,15,73.3,4,8,5,3,19,36,51,0,Matches,168a2e81
587,Renato,br BRA,DFMF,Avaí,32,1990,11.3,14,9,6,7,1,9,12,75.0,3,13,2,11,8,22,24,0,Matches,8fe5bdcd
588,Renê,br BRA,DF,Internacional,29,1992,27.5,80,49,44,30,6,43,69,62.3,26,27,8,19,52,132,75,1,Matches,d000ffc7
589,Réver,br BRA,DF,Atlético Mineiro,37,1985,10.5,13,9,9,2,2,5,9,55.6,4,7,5,2,12,25,40,0,Matches,1938fd6a
590,Rhaldney,br BRA,MFFW,Atl Goianiense,23,1998,2.0,10,4,5,4,1,5,8,62.5,3,3,0,3,2,12,5,0,Matches,ae3ef77f
591,Everton Ribeiro,br BRA,MFFW,Flamengo,32,1989,19.9,44,20,18,16,10,13,44,29.5,31,22,2,20,19,63,6,1,Matches,68fb50a2
592,Lucas Ribeiro,br BRA,DFMF,Ceará,23,1999,5.6,5,0,3,2,0,0,3,0.0,3,3,2,1,9,14,12,0,Matches,607d64c6
593,Matheus Ribeiro,br BRA,DF,Avaí,28,1993,0.2,1,1,0,1,0,0,0,,0,1,1,0,0,1,0,0,Matches,7ae055bb
594,Wesley Ribeiro,br BRA,MFFW,Corinthians,16,2005,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,acf5672b
595,Ricardinho,br BRA,FW,Atl Goianiense,20,2001,2.6,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,0,0,Matches,45a1777c
596,João Ricardo Riedi,br BRA,GK,Ceará,33,1988,35.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,18,3,Matches,4729d71a
597,Vitor Ricardo,br BRA,DF,Fortaleza,21,2000,1.3,2,2,2,0,0,1,3,33.3,2,1,0,1,0,2,0,0,Matches,1f3906c9
598,Zé Ricardo,br BRA,MF,América (MG),25,1996,2.6,3,2,2,1,0,1,3,33.3,2,4,1,3,5,8,5,0,Matches,352f938e
599,Richard,br BRA,GK,Ceará,30,1991,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,f2c12e8d
600,Richard,br BRA,MF,Ceará,27,1994,26.3,66,38,24,33,9,32,72,44.4,40,47,19,28,35,101,68,2,Matches,e90aa5da
601,Richardson,br BRA,MF,Ceará,30,1991,23.0,62,31,27,26,9,32,69,46.4,37,20,4,16,20,82,20,2,Matches,ef6b8a6b
602,Rickson,br BRA,MFFW,Atl Goianiense,23,1998,0.8,2,2,2,0,0,0,3,0.0,3,3,1,2,0,2,0,0,Matches,96a35d1b
603,Emiliano Rigoni,ar ARG,FWMF,São Paulo,28,1993,2.7,5,3,2,2,1,2,6,33.3,4,5,0,5,2,7,3,0,Matches,a1216563
604,Rikelme,br BRA,DF,Cuiabá,18,2003,0.2,1,0,0,1,0,1,1,100.0,0,1,0,1,1,2,0,0,Matches,637cdc49
605,Rikelmi,br BRA,DF,Botafogo (RJ),20,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,b2ffcf77
606,Cristian Rivas,ve VEN,MF,Cuiabá,25,1997,2.4,6,1,3,3,0,4,10,40.0,6,1,0,1,5,11,1,0,Matches,bc4d05c0
607,Zé Roberto,br BRA,FW,Ceará,28,1993,8.2,4,2,0,4,0,2,3,66.7,1,9,2,7,7,11,5,0,Matches,810033a1
608,Robinho,br BRA,MF,Coritiba,34,1987,9.8,34,17,15,13,6,18,36,50.0,18,3,0,3,6,40,2,0,Matches,8f8809b9
609,Robson,br BRA,FWMF,Fortaleza,30,1991,16.1,14,12,5,6,3,4,20,20.0,16,15,4,11,6,20,19,0,Matches,e29eff7a
610,Felipe Rocha,br BRA,FW,Avaí,19,2002,0.5,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,Matches,a961e1c4
611,Kaique Rocha,br BRA,DF,Internacional,20,2001,5.0,5,2,2,3,0,3,6,50.0,3,3,2,1,9,14,23,0,Matches,b31d385e
612,Marcos Rocha,br BRA,DF,Palmeiras,33,1988,25.0,87,54,36,43,8,37,70,52.9,33,28,8,20,31,118,42,0,Matches,fdd2f275
613,Pedro Rocha Neves,br BRA,FW,Atl Paranaense,27,1994,3.1,2,1,0,1,1,2,2,100.0,0,4,0,4,2,4,0,0,Matches,b33e0095
614,Pedro Rocha Neves,br BRA,FWMF,Fortaleza,27,1994,7.7,11,5,4,5,2,7,13,53.8,6,5,0,5,4,15,5,0,Matches,b33e0095
615,Rodinei,br BRA,DF,Flamengo,30,1992,9.8,26,17,8,14,4,16,18,88.9,2,7,3,4,13,39,6,0,Matches,7696cc85
616,Rodrigo,br BRA,FWMF,São Paulo,17,2004,0.8,1,1,0,1,0,0,4,0.0,4,1,0,1,0,1,0,0,Matches,1126f4e2
617,Rodrigo,br BRA,DF,Avaí,23,1998,5.3,3,2,3,0,0,3,5,60.0,2,5,5,0,10,13,18,0,Matches,cdfb04f5
618,Élton Rodrigues Brandão,br BRA,FW,Cuiabá,36,1985,3.3,3,1,2,1,0,1,3,33.3,2,3,0,3,0,3,3,0,Matches,e59be3c8
619,Raphael Rodrigues,br BRA,DF,Avaí,23,1999,1.4,1,0,1,0,0,0,0,,0,3,2,1,0,1,5,0,Matches,548640cf
620,Rodriguinho,br BRA,MF,América (MG),18,2003,2.1,4,3,2,2,0,1,7,14.3,6,1,0,1,5,9,0,0,Matches,4565dde3
621,Romarinho,br BRA,FWMF,Fortaleza,27,1994,14.6,13,11,3,7,3,7,21,33.3,14,5,0,5,4,17,7,0,Matches,1e7d2cc0
622,Braian Romero,ar ARG,FW,Internacional,30,1991,3.8,10,6,0,7,3,4,10,40.0,6,4,2,2,1,11,3,0,Matches,c5cc3130
623,Silvio Romero,ar ARG,FW,Fortaleza,33,1988,12.9,2,2,1,0,1,0,6,0.0,6,4,0,4,2,4,11,0,Matches,6a00c4b0
624,Rômulo,br BRA,FW,Atl Paranaense,19,2002,13.3,25,13,12,10,3,12,30,40.0,18,17,2,15,4,29,22,0,Matches,03dd053e
625,Romulo,br BRA,DF,Juventude,21,2000,1.9,3,1,3,0,0,2,4,50.0,2,4,3,1,2,5,5,0,Matches,395e0e95
626,Rômulo,br BRA,FWMF,Avaí,26,1995,4.7,5,4,0,4,1,2,3,66.7,1,6,1,5,5,10,3,0,Matches,9a6eb94c
627,Ronald,br BRA,MFFW,Fortaleza,24,1997,11.7,26,17,13,11,2,13,27,48.1,14,7,0,7,8,34,4,0,Matches,cc119c66
628,Ronaldo,br BRA,GK,Atl Goianiense,25,1996,18.0,3,0,3,0,0,3,3,100.0,0,2,0,2,0,3,8,0,Matches,711c08dc
629,Budiga Roni,br BRA,MF,Corinthians,22,1999,8.3,20,14,6,12,2,8,22,36.4,14,9,2,7,7,27,8,0,Matches,af433614
630,Rony,br BRA,FW,Palmeiras,26,1995,26.5,18,8,3,9,6,5,27,18.5,22,16,1,15,7,25,20,0,Matches,bffd5e50
631,Vitor Roque,br BRA,FW,Atl Paranaense,16,2005,14.6,17,9,4,6,7,4,9,44.4,5,10,0,10,9,26,1,0,Matches,cb00f1e6
632,Ruan,br BRA,FWMF,Juventude,16,2005,2.5,7,5,3,2,2,3,5,60.0,2,3,0,3,0,7,0,0,Matches,07c41bf4
633,Rubens,br BRA,DFMF,Atlético Mineiro,20,2001,13.7,63,31,31,24,8,26,43,60.5,17,17,1,16,21,84,28,0,Matches,ae23d044
634,Óscar Ruiz,py PAR,MFFW,Juventude,30,1991,11.0,11,7,4,6,1,4,9,44.4,5,9,0,9,5,16,8,0,Matches,620ce7b1
635,Rwan,br BRA,FWMF,Santos,20,2001,5.2,7,5,1,3,3,3,7,42.9,4,6,1,5,4,11,3,0,Matches,568a75fd
636,João Victor Santos Sá,br BRA,FW,Botafogo (RJ),27,1994,19.4,38,24,19,13,6,24,60,40.0,36,29,3,26,16,54,9,0,Matches,1a1033a1
637,Matheus Sales,br BRA,MFDF,Goiás,26,1995,19.9,42,24,22,15,5,18,30,60.0,12,34,17,17,16,58,45,0,Matches,c3c175c4
638,Philipe Sampaio,br BRA,DF,Botafogo (RJ),27,1994,12.5,12,8,8,4,0,10,17,58.8,7,16,15,1,27,39,65,0,Matches,72733d93
639,Carlos Sánchez,uy URU,MF,Santos,37,1984,8.7,12,8,5,4,3,5,16,31.3,11,10,2,8,5,17,4,0,Matches,a6dbad80
640,Sandry,br BRA,MF,Santos,19,2002,7.7,24,14,6,17,1,10,27,37.0,17,16,1,15,11,35,7,0,Matches,8ceeabef
641,Alex Santana,br BRA,MF,Atl Paranaense,26,1995,9.9,18,8,9,9,0,9,22,40.9,13,11,3,8,12,30,14,0,Matches,e75dc411
642,Santos,br BRA,GK,Flamengo,31,1990,19.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,0,Matches,b8d0b69c
643,Ademir Santos,br BRA,FWMF,Atlético Mineiro,26,1995,16.6,29,18,14,7,8,13,42,31.0,29,27,2,25,8,37,8,0,Matches,4b7d58c2
644,Chayene Santos,br BRA,MFFW,Botafogo (RJ),31,1990,6.5,13,9,4,5,4,7,17,41.2,10,10,0,10,5,18,1,0,Matches,64a427b4
645,Fábio Santos,br BRA,DF,Corinthians,36,1985,17.4,21,15,9,10,2,16,32,50.0,16,18,5,13,19,40,48,0,Matches,d0d786fd
646,Guilherme Santos,br BRA,FWMF,Bragantino,20,2001,0.5,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,Matches,6eae9de6
647,Gustavo Santos,br BRA,FW,Avaí,19,2002,0.2,,0,,,,,,,,,,,0,,,,Matches,93913c8e
648,Juan Santos,br BRA,FW,São Paulo,19,2002,0.6,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0,Matches,ad89aa96
649,Júnior Santos,br BRA,FWMF,Botafogo (RJ),27,1994,11.9,16,13,11,4,1,6,16,37.5,10,16,0,16,2,18,13,0,Matches,9109e933
650,Luis Eduardo Marques dos Santos,br BRA,DF,Atl Goianiense,24,1997,18.2,36,19,25,6,5,27,45,60.0,18,28,12,16,26,62,44,1,Matches,5c5a0d4d
651,Matheus Santos,br BRA,MF,Goiás,23,1998,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches,48125180
652,Rafael Santos,br BRA,DF,Coritiba,23,1998,12.7,24,9,13,8,3,11,17,64.7,6,5,3,2,7,31,36,0,Matches,c72a6057
653,Mateus Sarará,br BRA,MF,Avaí,19,2002,4.8,8,3,3,3,2,4,6,66.7,2,6,4,2,4,12,12,0,Matches,1b4c1c9c
654,Renzo Saravia,ar ARG,DFMF,Botafogo (RJ),28,1993,20.2,48,31,30,16,2,33,70,47.1,37,27,5,22,32,80,36,2,Matches,cf316639
655,Eduardo Sasha,br BRA,FWMF,Atlético Mineiro,29,1992,14.3,8,6,4,4,0,3,8,37.5,5,12,1,11,6,14,7,0,Matches,b938b871
656,Lucas Sasha,br BRA,MF,Fortaleza,31,1990,14.1,66,46,30,33,3,24,47,51.1,23,22,5,17,20,86,35,1,Matches,2e2ec9cf
657,Gustavo Sauer,br BRA,FWMF,Botafogo (RJ),28,1993,3.2,6,3,2,3,1,3,9,33.3,6,5,0,5,1,7,1,0,Matches,fd53959e
658,Jefferson Savarino,ve VEN,FW,Atlético Mineiro,25,1996,1.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches,91721722
659,Sávio,br BRA,FWMF,Atlético Mineiro,17,2004,2.4,3,1,1,2,0,2,8,25.0,6,2,0,2,3,6,0,0,Matches,fe6e7156
660,Savio,br BRA,DF,Goiás,26,1995,9.4,20,12,16,3,1,12,25,48.0,13,5,1,4,6,26,24,0,Matches,3e8c6e2c
661,Gustavo Scarpa,br BRA,MFFW,Palmeiras,28,1994,28.6,18,10,8,8,2,3,21,14.3,18,9,1,8,13,31,15,0,Matches,2964fd20
662,Cleiton Schwengber,br BRA,GK,Bragantino,24,1997,37.0,1,1,1,0,0,0,3,0.0,3,1,0,1,0,1,25,5,Matches,d24ae824
663,Shaylon,br BRA,FWMF,Atl Goianiense,24,1997,15.0,17,9,7,6,4,6,17,35.3,11,12,1,11,5,22,9,0,Matches,69c11ef0
664,Sidcley,br BRA,DFMF,Cuiabá,28,1993,3.7,1,1,0,1,0,1,2,50.0,1,5,0,5,9,10,3,0,Matches,a5e96539
665,Sidimar,br BRA,DF,Goiás,29,1992,5.0,10,4,9,0,1,4,5,80.0,1,5,4,1,8,18,27,0,Matches,080fc1f0
666,Sidnei,br BRA,DF,Goiás,32,1989,3.3,3,3,3,0,0,2,3,66.7,1,1,1,0,7,10,20,0,Matches,b14d0c5d
667,Pablo Siles,uy URU,MF,Atl Paranaense,24,1997,1.8,5,1,1,1,3,4,8,50.0,4,4,3,1,3,8,0,0,Matches,cca1e0b5
668,Aderlan Silva,br BRA,DF,Bragantino,31,1990,29.7,94,62,45,35,14,46,92,50.0,46,40,11,29,45,139,60,1,Matches,48371573
669,Bruno Silva,br BRA,MF,Avaí,35,1986,28.9,88,52,43,40,5,43,96,44.8,53,48,8,40,30,118,60,0,Matches,6efbf91e
670,Da Silva,br BRA,DF,Goiás,20,2001,6.3,5,3,2,3,0,2,3,66.7,1,8,6,2,7,12,37,1,Matches,4772a037
671,Cristiano da Silva Leite,br BRA,DF,Fluminense,28,1993,8.3,15,8,5,6,4,8,10,80.0,2,5,1,4,10,25,13,0,Matches,2567b7b6
672,Felipe Silva Lipe,br BRA,DF,Avaí,19,2002,3.0,5,5,4,1,0,2,2,100.0,0,1,1,0,9,14,15,1,Matches,6b2bfcda
673,Lucas Silva,br BRA,FWMF,Avaí,24,1998,1.2,2,0,1,1,0,1,1,100.0,0,1,0,1,2,4,1,0,Matches,aa47c6ce
674,Marcão Silva,br BRA,MFDF,Cuiabá,31,1991,14.1,32,16,13,15,4,17,28,60.7,11,23,4,19,11,43,44,0,Matches,e7f8bf4a
675,Márcio Silva,br BRA,DF,Coritiba,20,2001,2.0,1,1,0,1,0,0,1,0.0,1,7,4,3,1,2,12,0,Matches,7ee2ea5b
676,Nathan Silva,br BRA,DF,Atlético Mineiro,24,1997,19.2,24,14,15,9,0,9,13,69.2,4,17,12,5,29,53,76,0,Matches,369d907c
677,Ricardo Silva,br BRA,DF,América (MG),29,1992,8.3,9,6,5,3,1,7,11,63.6,4,12,10,2,7,16,41,0,Matches,a5075276
678,Miguel Silveira,br BRA,MFFW,Bragantino,18,2003,6.3,12,6,6,2,4,5,15,33.3,10,9,0,9,1,13,2,0,Matches,281942c4
679,Vinicius Silvestre,br BRA,GK,Palmeiras,27,1994,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,1944518a
680,Jailson Siqueira,br BRA,MF,Palmeiras,26,1995,0.2,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches,b4819112
681,Everton Soares,br BRA,FWMF,Flamengo,25,1996,15.7,22,13,3,9,10,6,12,50.0,6,8,0,8,6,28,2,0,Matches,b1cbc666
682,Tiquinho Soares,br BRA,FW,Botafogo (RJ),31,1991,13.7,7,4,0,7,0,5,7,71.4,2,3,1,2,2,9,13,0,Matches,4d982baf
683,Fernando Sobral,br BRA,MF,Ceará,27,1994,11.2,27,22,17,7,3,16,36,44.4,20,20,5,15,4,31,14,0,Matches,c012aacd
684,Yeferson Soteldo,ve VEN,FWMF,Santos,24,1997,6.3,5,0,0,3,2,3,12,25.0,9,1,0,1,1,6,0,0,Matches,bbb6c951
685,Yan Souto,br BRA,DF,Goiás,20,2001,6.8,6,4,4,2,0,3,7,42.9,4,11,9,2,11,17,49,0,Matches,2dffc479
686,Hugo Souza,br BRA,GK,Flamengo,23,1999,14.3,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,7,1,Matches,c02e5af1
687,Igor Vinícius de Souza,br BRA,DFFW,São Paulo,24,1997,12.9,42,24,20,15,7,18,37,48.6,19,11,3,8,12,54,13,0,Matches,ec95088d
688,Bruno Tabata,br BRA,FW,Palmeiras,24,1997,5.2,,5,,,,,,,,,,,2,,,,Matches,33fdf90d
689,Tadeu,br BRA,GK,Goiás,29,1992,38.0,0,0,0,0,0,0,0,,0,2,0,2,2,2,17,0,Matches,8445554f
690,Tailson,br BRA,FWDF,Santos,22,1999,0.4,1,0,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0,Matches,200b381d
691,Taison,br BRA,MFFW,Internacional,34,1988,8.1,8,7,3,5,0,5,15,33.3,10,5,0,5,7,15,3,0,Matches,7272a72a
692,Tchê Tchê,br BRA,MF,Botafogo (RJ),29,1992,25.7,29,18,9,20,0,9,32,28.1,23,15,3,12,27,56,16,1,Matches,5f2caf8f
693,David Terans,uy URU,MF,Atl Paranaense,27,1994,22.3,19,10,4,12,3,6,21,28.6,15,10,0,10,5,24,1,0,Matches,d3d89d8d
694,Miguel Terceros,bo BOL,FW,Santos,17,2004,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches,d66ed604
695,Thiago,br BRA,GK,São Paulo,22,1999,2.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches,602d20ae
696,Guilherme Tinga,br BRA,DF,Fortaleza,28,1993,13.1,32,17,22,9,1,21,28,75.0,7,10,7,3,19,51,49,0,Matches,a8331ab0
697,Titi,br BRA,DF,Fortaleza,33,1988,31.1,32,21,24,8,0,20,31,64.5,11,15,14,1,43,75,84,0,Matches,ea41ddf7
698,Igor Torres,br BRA,FWMF,Fortaleza,21,2000,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches,cc9b11b1
699,Jesús Trindade,uy URU,MF,Coritiba,28,1993,14.6,34,17,17,15,2,16,34,47.1,18,15,4,11,10,44,12,0,Matches,066e9f5d
700,Bruno Tubarão,br BRA,FWMF,Bragantino,26,1995,5.0,8,3,3,2,3,3,12,25.0,9,3,0,3,6,14,2,0,Matches,5411ef4f
701,Uendel,br BRA,DF,Cuiabá,33,1988,14.7,19,8,13,6,0,13,23,56.5,10,14,0,14,10,29,27,0,Matches,0bd9e045
702,Valdemir,br BRA,MF,Coritiba,24,1997,6.9,20,12,15,4,1,13,23,56.5,10,8,3,5,9,29,11,0,Matches,82cca681
703,Valdívia,br BRA,MFFW,Cuiabá,27,1994,15.4,19,10,9,8,2,5,18,27.8,13,9,1,8,8,27,8,0,Matches,e12be458
704,Vanderlan,br BRA,DF,Palmeiras,19,2002,7.2,17,9,9,6,2,6,10,60.0,4,2,1,1,18,35,11,0,Matches,bd8432ff
705,Guillermo Varela,uy URU,DF,Flamengo,28,1993,2.9,6,4,3,3,0,3,3,100.0,0,1,1,0,8,14,7,0,Matches,5c961282
706,Eduardo Vargas,cl CHI,FW,Atlético Mineiro,32,1989,12.7,6,6,2,2,2,3,9,33.3,6,11,0,11,4,10,8,0,Matches,bd603c00
707,Matheus de Vargas,br BRA,MF,Fortaleza,25,1996,4.6,6,2,1,5,0,3,12,25.0,9,4,1,3,3,9,3,0,Matches,e43a07d4
708,Jhon Vasquez,co COL,FWMF,Ceará,26,1995,4.6,7,5,2,5,0,5,10,50.0,5,4,0,4,1,8,3,0,Matches,b6832e5e
709,Rafael Vaz,br BRA,DF,Avaí,33,1988,15.5,17,9,14,3,0,12,23,52.2,11,16,12,4,12,29,69,0,Matches,244fc074
