Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_total,Att_total,Cmp%_total,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,-9999
1,Abner,br BRA,DF,Atl Paranaense,21,2000,23.4,986,1283,76.9,17089,6919,469,533,88.0,412,517,79.7,91,181,50.3,2,2.2,1.7,-0.2,31,105,16,6,139,Matches,7f9c5d2d
2,Adryelson,br BRA,DF,Botafogo (RJ),23,1998,16.1,540,662,81.6,10461,4038,184,208,88.5,285,327,87.2,56,93,60.2,0,0.3,0.1,-0.3,3,15,0,0,20,Matches,e980e78d
3,Adson,br BRA,FWMF,Corinthians,21,2000,13.8,522,633,82.5,6877,1510,318,351,90.6,158,185,85.4,15,29,51.7,0,0.8,1.5,-0.8,14,34,29,2,72,Matches,eda38706
4,Airton,br BRA,FW,Atl Goianiense,22,1999,19.3,277,444,62.4,4218,1157,150,197,76.1,85,128,66.4,21,46,45.7,4,2.8,3.0,+1.2,30,20,17,9,29,Matches,751ef075
5,Carlos Alberto,br BRA,FWMF,América (MG),19,2002,1.7,13,24,54.2,138,29,9,13,69.2,3,4,75.0,0,1,0.0,0,0.1,0.0,-0.1,1,0,0,0,0,Matches,08f48d96
6,Yuri Alberto,br BRA,FW,Corinthians,20,2001,16.1,255,385,66.2,3007,529,170,235,72.3,58,88,65.9,1,3,33.3,1,1.6,1.4,-0.6,17,10,10,1,29,Matches,65159211
7,Ale,br BRA,MF,América (MG),31,1990,21.4,939,1110,84.6,16696,5100,422,485,87.0,386,428,90.2,106,135,78.5,2,1.5,1.4,+0.5,21,125,15,3,144,Matches,b7d9347d
8,Alexandre Alemão,br BRA,FW,Internacional,23,1998,22.3,298,455,65.5,4212,924,175,230,76.1,89,131,67.9,17,25,68.0,5,2.4,1.9,+2.6,21,24,19,3,46,Matches,3ed2a79b
9,Alerrandro,br BRA,FW,Bragantino,22,2000,10.3,116,149,77.9,1609,196,66,78,84.6,40,48,83.3,3,5,60.0,1,0.7,0.7,+0.3,7,4,3,1,8,Matches,3415a44d
10,Alesson,br BRA,MFFW,Cuiabá,22,1999,11.4,192,278,69.1,2793,855,115,147,78.2,64,85,75.3,7,17,41.2,0,1.3,0.7,-1.3,15,10,9,3,29,Matches,611e984e
11,Alex,br BRA,DF,Santos,22,1999,3.7,142,163,87.1,2531,754,59,64,92.2,74,83,89.2,7,14,50.0,0,0.0,0.0,0.0,0,6,0,0,6,Matches,7367baf7
12,Caio Alexandre,br BRA,MF,Fortaleza,22,1999,11.0,489,579,84.5,8960,2953,198,213,93.0,239,271,88.2,46,76,60.5,0,0.4,0.6,-0.4,9,57,5,0,69,Matches,08ac23b7
13,Matheus Alexandre,br BRA,DF,Coritiba,22,1999,15.6,590,702,84.0,9559,3321,305,328,93.0,237,270,87.8,39,64,60.9,0,0.6,0.9,-0.6,10,35,13,12,53,Matches,0212e748
14,Alexsander,br BRA,DF,Fluminense,18,2003,2.5,115,138,83.3,1526,596,64,73,87.7,34,42,81.0,4,6,66.7,0,0.1,0.1,-0.1,4,8,2,1,11,Matches,b13e7a78
15,Alisson,br BRA,MFFW,São Paulo,28,1993,10.5,372,451,82.5,5456,1570,214,231,92.6,121,150,80.7,21,32,65.6,1,0.9,1.7,+0.1,12,39,19,10,55,Matches,99139fa4
16,Allan,br BRA,MF,Atlético Mineiro,24,1997,30.4,1772,2081,85.2,33404,9761,736,805,91.4,805,890,90.4,210,331,63.4,0,1.0,1.7,-1.0,19,226,21,1,201,Matches,b15e93aa
17,Guilherme Almeida Augusto,br BRA,DF,Bragantino,29,1993,1.0,32,42,76.2,542,141,17,20,85.0,12,15,80.0,3,6,50.0,0,0.0,0.0,0.0,1,1,0,0,2,Matches,8eecd5f9
18,Henrique Almeida,br BRA,FW,América (MG),30,1991,16.6,250,344,72.7,3383,564,144,184,78.3,70,91,76.9,14,20,70.0,0,1.3,1.5,-1.3,10,23,10,1,37,Matches,8aa2f2e3
19,Júnior Alonso,py PAR,DF,Atlético Mineiro,28,1993,28.9,1872,2141,87.4,36147,12775,636,691,92.0,986,1081,91.2,222,312,71.2,2,2.4,1.5,-0.4,11,125,13,2,147,Matches,b18a3023
20,Diego Alves,br BRA,GK,Flamengo,36,1985,4.7,97,103,94.2,2263,1607,28,28,100.0,39,39,100.0,28,34,82.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches,12421a7c
21,Felipe Alves Raymundo,br BRA,GK,São Paulo,33,1988,17.0,407,556,73.2,10860,7337,83,83,100.0,199,203,98.0,122,265,46.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,7fbe8689
22,Felipe Alves Raymundo,br BRA,GK,Juventude,33,1988,1.0,33,40,82.5,1076,801,2,2,100.0,14,14,100.0,16,23,69.6,0,0.0,0.0,0.0,0,1,0,0,0,Matches,7fbe8689
23,Rodrigo Alves Soares,br BRA,DF,Juventude,29,1992,31.0,1360,1683,80.8,25757,9516,571,619,92.2,590,707,83.5,187,298,62.8,1,2.8,3.2,-1.8,30,121,30,22,154,Matches,4c1b67d6
24,Anderson,br BRA,GK,Atl Paranaense,23,1998,5.0,74,135,54.8,2883,2462,9,9,100.0,21,21,100.0,44,105,41.9,0,0.0,0.0,0.0,0,6,0,0,0,Matches,29d862d4
25,Thonny Anderson,br BRA,MFFW,Coritiba,24,1997,8.1,261,365,71.5,4201,1331,142,176,80.7,76,97,78.4,30,53,56.6,1,1.2,1.1,-0.2,15,37,16,4,55,Matches,7a7c9837
26,André,br BRA,MF,Fluminense,20,2001,33.5,2268,2458,92.3,34408,10297,1269,1336,95.0,769,810,94.9,149,180,82.8,1,1.7,1.9,-0.7,28,219,11,3,200,Matches,ec604e2c
