Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
355,Lázaro,br BRA,FWMF,Flamengo,19,2002,9.1,2,0,0,17,17,3,23,3,7,0,0,0,33,11,16,40.7,Matches,86ff856b
356,Anderson Leite,br BRA,MF,Juventude,28,1993,0.8,0,0,0,3,1,0,1,4,1,0,0,0,5,1,0,100.0,Matches,9981c92d
357,Vinícius Leite,br BRA,MF,Avaí,28,1993,1.5,0,0,0,1,2,0,5,6,2,0,0,0,10,0,6,0.0,Matches,e991fbd7
358,Bernardo Lemes,br BRA,MFFW,Coritiba,20,2002,10.5,1,0,0,20,17,0,6,16,15,0,0,0,63,11,6,64.7,Matches,1ee9a3b6
359,Marcos Leonardo,br BRA,FW,Santos,18,2003,32.0,8,0,0,35,84,19,8,2,2,1,0,0,55,34,71,32.4,Matches,3f47ebce
360,Vitor Leque,br BRA,MFDF,Juventude,21,2001,0.6,2,1,1,2,3,1,1,0,0,0,0,0,1,1,1,50.0,Matches,6ba15719
361,Lima,br BRA,FWMF,Ceará,25,1996,21.5,2,1,0,26,54,3,61,18,23,0,0,0,116,10,27,27.0,Matches,d215c7de
362,Anderson Lima,br BRA,MFFW,São Paulo,22,1999,2.3,3,0,0,10,8,0,6,1,6,1,0,0,5,1,3,25.0,Matches,59be3a74
363,Lucas Lima,br BRA,DFMF,Atl Goianiense,21,2000,1.4,0,0,0,4,2,0,4,0,2,0,0,0,5,2,2,50.0,Matches,c4c45622
364,Lucas Lima,br BRA,MFFW,Fortaleza,31,1990,13.0,4,0,0,21,24,3,81,4,10,1,0,0,70,2,12,14.3,Matches,49d03337
365,Rodrigo Lindoso,br BRA,MF,Ceará,32,1989,9.6,6,0,0,12,13,0,4,7,7,0,0,0,50,18,10,64.3,Matches,7b013540
366,Liziero,br BRA,MF,Internacional,23,1998,5.6,3,0,0,15,10,0,7,7,12,0,0,0,39,1,5,16.7,Matches,318ecb8c
367,David Loiola,br BRA,DF,Ceará,19,2002,4.4,2,0,0,4,6,0,2,4,2,0,0,0,19,6,6,50.0,Matches,eddf365e
368,Marcelo Lomba,br BRA,GK,Palmeiras,35,1986,3.0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,,Matches,e4835e3c
369,Kevin Lomónaco,ar ARG,DF,Bragantino,20,2002,12.4,3,0,0,14,9,1,7,9,6,0,0,0,86,14,25,35.9,Matches,dd5ddb83
370,José López,ar ARG,FW,Palmeiras,21,2000,6.1,3,0,0,7,6,7,3,1,2,0,0,0,15,17,22,43.6,Matches,e1426a52
371,Henrique Lordelo,br BRA,MFDF,Goiás,21,2000,1.4,2,1,1,9,1,0,0,2,4,0,0,0,13,2,1,66.7,Matches,b63394ba
372,Guillermo de los Santos,uy URU,DF,Coritiba,30,1991,10.5,2,1,0,5,5,0,4,17,12,0,0,0,52,28,17,62.2,Matches,1ac629b0
373,Luan,br BRA,MF,São Paulo,22,1999,1.8,1,0,0,1,0,0,0,3,1,0,0,0,14,3,0,100.0,Matches,12a226cf
374,Luan,br BRA,MF,Goiás,31,1990,0.5,1,0,0,1,0,0,1,0,1,0,0,0,7,0,0,,Matches,22fc8906
375,Lucão,br BRA,GK,Bragantino,20,2001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,ebb5a0df
376,Lucas,br BRA,DF,Santos,20,2001,16.2,2,1,0,16,9,1,143,13,22,0,0,0,98,9,12,42.9,Matches,5d68f5b2
377,Ayrton Lucas,br BRA,DF,Flamengo,24,1997,28.4,4,0,0,43,46,0,64,27,39,0,0,0,174,27,20,57.4,Matches,db90b737
378,João Lucas,br BRA,DFMF,Cuiabá,23,1998,23.8,8,1,1,38,27,2,84,33,46,0,2,0,113,19,30,38.8,Matches,289dc81e
379,Luciano,br BRA,FW,São Paulo,28,1993,22.6,9,0,0,24,34,10,5,7,9,1,0,0,70,19,21,47.5,Matches,24ce161c
380,André Luis,br BRA,FWMF,Cuiabá,24,1997,20.4,5,0,0,30,56,3,19,7,13,3,0,0,76,23,22,51.1,Matches,821097f7
381,Filipe Luís,br BRA,DF,Flamengo,36,1985,7.1,1,0,0,7,10,0,23,12,12,0,0,0,42,2,4,33.3,Matches,e4ed2628
382,Victor Luis,br BRA,DF,Ceará,28,1993,15.7,1,0,0,25,22,0,57,15,9,0,0,0,77,11,27,28.9,Matches,cc68c4d3
383,David Luiz,br BRA,DF,Flamengo,34,1987,15.8,4,0,0,25,5,2,6,13,4,0,0,0,67,27,12,69.2,Matches,c0e27d1a
384,Luizão,br BRA,DF,São Paulo,19,2002,11.0,5,0,0,11,4,0,1,10,10,0,0,0,41,21,19,52.5,Matches,fb02fba4
385,Vinícius Machado,br BRA,GK,Ceará,21,2000,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,0d9b2e53
386,Mádson,br BRA,DF,Santos,30,1992,23.8,5,0,0,19,20,1,55,32,25,0,0,0,82,47,34,58.0,Matches,766094be
387,Maguinho,br BRA,DFMF,Goiás,29,1993,21.6,10,0,0,43,21,2,41,34,26,1,1,0,114,25,32,43.9,Matches,d1c855c5
388,Gustavo Maia,br BRA,FW,Internacional,21,2001,0.2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,,Matches,b36fed1d
389,Leonardo Maia,br BRA,MF,Bragantino,18,2003,0.3,0,0,0,1,0,0,0,0,0,,,0,,,,,Matches,a6f491e2
390,Pablo Maia,br BRA,MF,São Paulo,20,2002,22.8,7,0,0,56,20,0,8,21,19,0,1,0,164,36,13,73.5,Matches,3a243771
391,Thiago Maia,br BRA,MF,Flamengo,24,1997,17.2,6,0,0,30,6,0,3,24,26,0,0,0,132,21,10,67.7,Matches,91e58f66
392,Maicon,br BRA,DF,Santos,33,1988,21.3,2,0,0,8,7,2,16,29,20,0,0,0,112,60,43,58.3,Matches,2a8683b9
393,Iago Maidana,br BRA,DF,América (MG),25,1996,11.5,5,1,1,20,2,0,0,8,6,0,0,0,36,34,17,66.7,Matches,e65a5924
394,Léo Mana,br BRA,DF,Corinthians,17,2004,0.5,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,100.0,Matches,d7a180bc
395,Alef Manga,br BRA,FWMF,Coritiba,27,1994,27.0,13,1,1,31,20,24,87,15,23,0,0,0,116,24,27,47.1,Matches,559782c4
396,Manoel,br BRA,DF,Fluminense,31,1990,27.2,5,2,1,22,21,0,5,22,12,0,1,0,100,29,46,38.7,Matches,12748e35
397,Gustavo Mantuan,br BRA,FWDF,Corinthians,20,2001,9.6,0,0,0,8,11,3,24,7,7,0,0,0,41,9,7,56.3,Matches,0d717632
398,Luis Manuel Orejuela,co COL,DF,Atl Paranaense,26,1995,13.0,1,0,0,17,19,0,37,10,14,0,0,0,68,19,17,52.8,Matches,e6a6379d
399,Maranhão,br BRA,FW,Botafogo (RJ),19,2002,1.0,1,0,0,2,1,0,2,0,1,,,0,,,,,Matches,617f236c
400,Willian Maranhão,br BRA,MFDF,Atl Goianiense,26,1995,14.8,7,1,0,24,10,1,3,22,12,0,1,0,76,12,21,36.4,Matches,f1d95c74
401,Willian Maranhão,br BRA,MF,Santos,26,1995,1.8,0,0,0,2,0,1,0,1,3,0,0,0,6,2,2,50.0,Matches,f1d95c74
402,Fernando Marçal,br BRA,DF,Botafogo (RJ),32,1989,17.1,6,0,0,26,18,0,124,34,21,0,0,0,119,30,14,68.2,Matches,9ae9eaea
403,Marcelo,br BRA,DF,Fortaleza,26,1996,29.0,5,0,0,23,19,0,4,52,20,0,2,0,144,94,42,69.1,Matches,300b455d
404,Marcinho,br BRA,FWMF,Avaí,26,1995,5.8,1,0,0,13,11,1,14,1,9,0,1,0,18,3,9,25.0,Matches,5465c7f9
405,Mariano,br BRA,DF,Atlético Mineiro,35,1986,19.2,5,0,0,19,13,1,78,23,30,0,0,0,133,15,17,46.9,Matches,e26f559f
406,Marinho,br BRA,FW,Flamengo,31,1990,15.3,6,1,0,21,72,6,94,7,12,2,0,0,60,3,9,25.0,Matches,c077c735
407,Rodriguinho Marinho,br BRA,FWMF,Cuiabá,33,1988,16.5,0,0,0,15,23,6,8,4,6,0,0,0,72,28,42,40.0,Matches,0e335a47
408,Marlon,br BRA,DF,América (MG),27,1994,24.3,5,1,0,34,31,0,71,44,37,0,0,0,168,29,20,59.2,Matches,a87b508e
409,Marlon,br BRA,DF,Fluminense,24,1997,3.0,0,0,0,6,1,0,15,5,4,0,0,0,15,2,0,100.0,Matches,63969d01
410,Marlon,br BRA,MFFW,Juventude,31,1990,4.5,1,0,0,13,6,0,10,6,2,0,0,0,23,2,4,33.3,Matches,455c6130
411,Marlos,ua UKR,MFFW,Atl Paranaense,33,1988,1.7,0,0,0,1,2,0,4,0,0,0,0,0,7,1,2,33.3,Matches,9139bb12
412,Felipe Marques,br BRA,FWMF,Cuiabá,32,1990,10.6,1,0,0,11,19,4,38,13,7,1,0,0,39,7,15,31.8,Matches,30139a1c
413,Gustavo Marques,br BRA,DF,América (MG),20,2001,0.5,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,100.0,Matches,b4fce835
414,Marquinhos,br BRA,MF,São Paulo,18,2003,0.3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,Matches,59878425
415,Marquinhos,br BRA,FWMF,Cuiabá,25,1997,2.2,0,0,0,3,10,0,4,3,5,0,0,0,19,1,2,33.3,Matches,a9c95220
416,Marrony,br BRA,FWMF,Fluminense,22,1999,2.0,1,1,0,4,11,0,5,1,3,0,0,0,15,5,6,45.5,Matches,1dff86ec
417,Matheus Martinelli,br BRA,MF,Fluminense,20,2001,18.0,1,0,0,23,8,0,13,14,26,0,0,0,96,20,23,46.5,Matches,2b124c8c
418,Adrián Martínez,ar ARG,FWMF,Coritiba,29,1992,11.1,7,0,0,22,9,6,4,4,5,0,0,0,18,18,41,30.5,Matches,6c513f98
419,Matheus Martins,br BRA,FWMF,Fluminense,18,2003,17.8,2,0,0,20,43,14,52,10,15,2,0,0,65,6,28,17.6,Matches,73fd2787
420,Wellington Martins,br BRA,MF,Fluminense,31,1991,7.0,2,0,0,9,5,0,3,7,3,0,0,0,29,2,3,40.0,Matches,0430d656
421,Gonzalo Mastriani,uy URU,FW,América (MG),28,1993,5.2,1,0,0,9,7,1,1,0,2,1,0,0,15,9,24,27.3,Matches,b4339e2b
422,Mateusão,br BRA,FWMF,Flamengo,17,2004,2.5,1,0,0,2,4,1,2,0,0,1,0,0,5,8,8,50.0,Matches,78bee906
423,William Matheus,br BRA,DF,Juventude,31,1990,10.1,4,1,0,14,6,0,16,5,6,0,2,0,39,18,12,60.0,Matches,3498ddf4
424,Matheusinho,br BRA,MFFW,América (MG),23,1998,15.3,2,1,0,18,33,3,46,17,16,0,0,0,110,6,13,31.6,Matches,74f5a96d
425,Matheuzinho,br BRA,DF,Flamengo,21,2000,23.9,4,0,0,24,13,0,71,26,38,0,1,0,119,22,16,57.9,Matches,2a5bc0cd
426,Diego Matos,br BRA,DF,Avaí,25,1997,1.2,2,1,1,2,0,0,2,2,3,0,0,0,7,2,1,66.7,Matches,4b799458
427,Mauricio,br BRA,FWMF,Internacional,20,2001,17.4,2,0,0,7,30,2,43,16,8,0,0,0,84,7,21,25.0,Matches,bf4cbc22
428,Maycon,br BRA,MF,Corinthians,24,1997,8.8,4,0,0,11,6,0,35,11,3,0,0,0,45,2,7,22.2,Matches,005ca692
429,Mayke,br BRA,DFFW,Palmeiras,29,1992,16.3,2,0,0,17,11,3,57,30,20,0,0,0,98,28,18,60.9,Matches,47431289
430,Bruno Melo,br BRA,DFMF,Corinthians,29,1992,4.9,1,0,0,6,5,3,10,3,3,0,0,0,14,21,10,67.7,Matches,41ee21ae
431,Felipe Melo,br BRA,DFMF,Fluminense,38,1983,8.1,6,0,0,14,14,0,0,11,5,0,0,0,34,11,9,55.0,Matches,b14d84d3
432,Darlan Mendes,br BRA,MFFW,Juventude,23,1998,1.3,1,0,0,1,2,0,2,1,1,0,0,0,8,0,1,0.0,Matches,a86f0d7b
433,Nathan Mendes,br BRA,DF,Coritiba,19,2002,5.0,1,1,0,8,12,0,5,6,6,0,0,0,29,10,6,62.5,Matches,c5aa7b35
434,Vitor Mendes,br BRA,DF,Juventude,22,1999,18.3,10,1,1,16,15,0,0,28,9,0,1,1,71,37,26,58.7,Matches,3cdbeab9
435,Bruno Méndez,uy URU,DF,Internacional,22,1999,4.8,1,0,0,3,1,0,1,6,3,0,0,0,22,11,10,52.4,Matches,66017b9d
436,Bruno Méndez,uy URU,DF,Corinthians,22,1999,12.6,1,1,0,9,5,1,11,18,19,0,0,0,47,29,20,59.2,Matches,66017b9d
437,Stiven Mendoza,co COL,FW,Ceará,29,1992,25.9,6,0,0,27,54,13,53,4,9,0,0,0,107,21,24,46.7,Matches,e68f2cb4
438,Ramon Menezes Roma,br BRA,DF,Atl Goianiense,26,1995,14.0,2,0,0,10,0,0,0,15,3,0,0,0,66,46,25,64.8,Matches,eab48ffb
439,Gabriel Menino,br BRA,MF,Palmeiras,21,2000,10.2,3,1,0,13,19,1,39,12,16,0,0,0,64,17,14,54.8,Matches,01819e70
440,Gabriel Mercado,ar ARG,DF,Internacional,34,1987,23.6,9,1,1,23,19,2,4,30,21,1,0,0,91,38,35,52.1,Matches,bf97c188
441,John Mercado,ec ECU,FW,Atl Paranaense,19,2002,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Matches,d97831ad
442,Miguel Merentiel,uy URU,FWMF,Palmeiras,25,1996,2.6,0,0,0,2,1,1,1,0,0,0,0,0,4,1,6,14.3,Matches,307224a2
443,Messias,br BRA,DF,Ceará,27,1994,23.0,4,0,0,23,7,0,1,23,8,0,1,0,69,75,14,84.3,Matches,70bb3170
444,Lucas Mezenga,br BRA,DF,Botafogo (RJ),20,2001,3.1,1,0,0,5,1,1,0,8,4,0,1,0,21,11,4,73.3,Matches,d62f5849
445,Michel,br BRA,DF,Ceará,31,1990,11.8,2,0,0,12,14,1,34,15,8,0,0,0,57,20,10,66.7,Matches,05384ea1
446,Carlos Miguel,br BRA,GK,Corinthians,23,1998,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,84454067
447,Fernando Miguel,br BRA,GK,Fortaleza,36,1985,20.0,2,0,0,0,4,0,0,0,0,0,0,0,11,4,0,100.0,Matches,f1f06658
448,Miranda,br BRA,DF,São Paulo,37,1984,12.8,4,0,0,14,9,0,0,13,15,0,0,0,63,21,25,45.7,Matches,314f2124
449,Paulo Miranda,br BRA,DF,Juventude,33,1988,16.4,4,0,0,18,7,0,0,22,4,0,3,1,63,52,28,65.0,Matches,93a194e1
450,Paulinho Moccelin,br BRA,MFFW,Juventude,27,1994,4.3,2,2,0,14,8,2,14,4,7,0,0,0,25,4,11,26.7,Matches,d63fb6a8
451,Moisés,br BRA,DF,Internacional,26,1995,6.5,5,0,0,9,8,1,15,6,8,0,0,0,42,9,4,69.2,Matches,a40af810
452,Moises,br BRA,FWMF,Fortaleza,25,1996,25.0,0,0,0,10,22,5,27,10,12,0,0,0,77,16,34,32.0,Matches,ddd07a25
453,Rodrigo Moledo,br BRA,DF,Internacional,34,1987,13.5,3,0,0,10,13,1,0,23,16,1,0,0,53,46,23,66.7,Matches,ce536c37
454,Jacob Montes,us USA,MF,Botafogo (RJ),23,1998,1.0,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,,Matches,69678c84
455,Moraes,br BRA,DFMF,Juventude,24,1997,15.2,4,0,0,12,15,3,53,31,19,0,0,0,103,14,18,43.8,Matches,9b974a99
456,Airton Moraes,br BRA,GK,América (MG),27,1994,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,5e8682b0
457,Júnior Moraes,ua UKR,FW,Corinthians,34,1987,4.5,1,0,0,10,5,0,2,2,4,0,0,0,10,6,9,40.0,Matches,c43e5e7e
458,Wesley Moraes,br BRA,FW,Internacional,25,1996,3.3,1,0,0,6,6,3,0,0,0,0,0,0,7,7,9,43.8,Matches,bfae110f
459,Morato,br BRA,FWMF,Avaí,29,1992,7.3,0,1,0,17,19,3,5,2,9,0,0,0,27,2,14,12.5,Matches,96b49b3b
460,João Moreira,pt POR,DF,São Paulo,17,2004,3.2,1,0,0,6,5,0,8,6,2,0,1,0,18,4,1,80.0,Matches,b3be99e3
461,Lucas Moreira,br BRA,MFFW,Cuiabá,21,2000,1.4,0,0,0,4,0,0,3,1,1,0,0,0,8,0,1,0.0,Matches,b9d412ff
462,Gustavo Mosquito,br BRA,FWMF,Corinthians,24,1997,12.6,1,0,0,9,26,1,51,4,4,0,0,0,55,3,14,17.6,Matches,c9ed46c4
463,Hugo Moura,br BRA,MF,Atl Paranaense,24,1998,19.4,5,1,0,31,20,1,8,43,23,0,2,0,128,18,13,58.1,Matches,14100165
464,Alex Muralha,br BRA,GK,Coritiba,32,1989,19.0,1,0,0,0,4,0,0,0,0,0,0,0,17,7,2,77.8,Matches,38082f12
465,Muriqui,br BRA,FWMF,Avaí,35,1986,14.3,2,0,0,15,30,6,12,10,6,1,0,0,44,12,21,36.4,Matches,a55ac46c
466,Andrey Ramos do Nascimento,br BRA,MF,Coritiba,23,1998,5.4,1,0,0,11,12,0,8,7,11,1,0,0,35,3,4,42.9,Matches,eb55ab5a
467,Matheus Nascimento,br BRA,FWMF,Botafogo (RJ),17,2004,6.8,1,0,0,11,11,1,1,1,4,1,0,0,13,17,30,36.2,Matches,e744c3de
468,Natan,br BRA,DF,Bragantino,20,2001,32.0,5,0,0,19,19,1,9,32,25,0,1,0,126,61,53,53.5,Matches,94bccc82
469,Natanael,br BRA,DF,Coritiba,20,2002,16.0,3,0,0,23,25,0,43,22,27,0,0,0,85,11,16,40.7,Matches,0b618504
470,Natanael,br BRA,DFFW,Avaí,31,1990,13.4,0,0,0,16,13,2,106,12,19,0,0,0,70,8,8,50.0,Matches,ed560575
471,Léo Natel,br BRA,FW,Corinthians,24,1997,0.3,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0.0,Matches,cd8d04a2
472,Nathan,br BRA,DF,Santos,20,2001,6.9,1,1,0,11,6,0,9,9,7,0,1,0,43,7,12,36.8,Matches,9fb6420e
473,Nathan,br BRA,MF,Goiás,20,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,eb61284b
474,Nathan,br BRA,MFFW,Fluminense,25,1996,10.7,3,0,0,16,10,1,57,11,12,0,0,0,31,12,13,48.0,Matches,fa00f0c9
475,Nathan,br BRA,FWMF,Avaí,22,1999,1.1,0,0,0,1,0,0,0,0,3,0,0,0,6,5,6,45.5,Matches,e0d5a5e9
476,Rafael Navarro,br BRA,FWMF,Palmeiras,21,2000,8.0,0,0,0,35,12,6,6,0,9,0,0,0,24,18,46,28.1,Matches,4b5ab509
477,Kaiky Naves,br BRA,DFMF,Palmeiras,19,2002,0.4,0,0,0,3,0,0,0,1,0,0,0,0,3,0,2,0.0,Matches,621576f9
478,Bruno Nazário,br BRA,MF,Juventude,26,1995,6.5,4,0,0,11,13,0,46,1,6,0,0,0,21,3,22,12.0,Matches,dc1d79a5
479,Neílton,br BRA,FWDF,Coritiba,27,1994,0.9,1,0,0,1,2,0,4,1,1,0,0,0,3,0,0,,Matches,689299a6
480,Gabriel Neris,br BRA,MF,Juventude,20,2001,2.4,2,0,0,7,6,0,2,4,1,0,0,0,10,4,5,44.4,Matches,54fe5551
481,Gustavo Nescau,br BRA,FW,Cuiabá,21,2000,0.3,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,33.3,Matches,0682693b
482,Rodrigo Nestor,br BRA,MF,São Paulo,21,2000,23.6,7,0,0,40,16,2,87,26,19,0,0,0,124,11,18,37.9,Matches,c04ebe99
483,Gabriel Neves,uy URU,MF,São Paulo,24,1997,6.3,4,0,0,11,1,0,0,9,11,0,0,0,47,4,5,44.4,Matches,2a03fb5f
484,Nicolas,br BRA,FWMF,Goiás,32,1989,11.1,0,0,0,25,23,10,2,4,3,0,0,0,31,77,71,52.0,Matches,0e74a520
485,Nikão,br BRA,FWMF,São Paulo,29,1992,5.8,2,0,0,2,12,3,36,1,1,0,0,0,11,2,5,28.6,Matches,a34bb194
486,Nino,br BRA,DF,Fluminense,24,1997,27.9,4,0,0,29,40,2,1,31,21,0,1,0,138,61,35,63.5,Matches,d4fa2207
487,Gabriel Noga,br BRA,DF,Atl Goianiense,20,2002,0.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches,aa306af5
488,Ygor Nogueira,br BRA,DF,Juventude,26,1995,5.0,1,0,0,3,3,0,0,9,5,0,1,0,23,10,6,62.5,Matches,38466ef3
489,Nonato,br BRA,MF,Fluminense,23,1998,12.1,3,1,0,16,33,1,38,12,14,0,0,0,65,13,17,43.3,Matches,b91a6912
490,Nonoca,br BRA,MF,Avaí,23,1998,11.5,5,0,0,24,26,0,1,8,14,0,1,0,94,12,10,54.5,Matches,06c062d4
491,Gabriel Novaes,br BRA,FWMF,Bragantino,22,1999,4.3,2,0,0,7,11,2,2,2,2,1,0,0,12,6,5,54.5,Matches,297a324a
492,Thales Oleques,br BRA,DF,Avaí,27,1994,6.2,1,0,0,1,0,0,21,4,6,0,0,0,25,6,8,42.9,Matches,a30f8286
493,Bruno Oliveira,br BRA,MFFW,Santos,23,1998,5.0,2,0,0,6,18,0,33,2,4,0,0,0,35,0,5,0.0,Matches,d46904eb
494,Yuri Oliveira Lima,br BRA,MF,Juventude,27,1994,16.8,6,1,0,42,13,0,6,20,15,0,0,0,73,14,19,42.4,Matches,bcf3d64e
495,Pedro Oliveira,br BRA,MFFW,Goiás,17,2004,3.3,1,0,0,4,6,1,10,2,7,0,0,0,20,1,9,10.0,Matches,089b56d8
496,Leo Ortiz,br BRA,DF,Bragantino,26,1996,21.4,4,0,0,14,8,1,13,27,11,0,0,0,132,45,20,69.2,Matches,53834fa2
497,Kelvin Osorio,co COL,MFDF,Cuiabá,28,1993,10.5,2,0,0,19,5,2,71,8,14,0,1,0,47,22,14,61.1,Matches,1247ace9
498,Otávio,br BRA,MF,Atlético Mineiro,27,1994,12.9,2,0,0,26,6,0,5,12,19,0,0,0,93,8,8,50.0,Matches,243f4a0b
499,Luiz Otávio,br BRA,DF,Ceará,33,1988,21.2,8,1,0,21,11,1,1,48,21,1,3,0,75,73,39,65.2,Matches,ed976dd9
500,Rómulo Otero,ve VEN,MFFW,Fortaleza,29,1992,2.6,0,0,0,5,11,1,30,0,1,0,0,0,10,2,7,22.2,Matches,96fdc3c0
501,Luis Oyama,br BRA,MF,Botafogo (RJ),25,1997,12.0,1,0,0,21,21,0,1,17,17,0,0,0,86,9,7,56.3,Matches,ed0c094b
502,Pablo,br BRA,FW,Atl Paranaense,29,1992,16.6,6,0,0,40,18,14,5,11,10,0,0,0,51,53,59,47.3,Matches,1ad394c5
503,Pablo,br BRA,DF,Flamengo,30,1991,21.6,5,0,0,30,5,1,1,34,18,0,0,0,129,57,22,72.2,Matches,29d8ad3f
504,Juan Pablo,br BRA,DFMF,Goiás,19,2002,1.9,0,0,0,6,0,0,2,2,2,0,0,0,10,3,2,60.0,Matches,f40465af
505,Juan Pablo Ramírez,co COL,MFFW,América (MG),24,1997,4.5,3,0,0,11,12,1,8,4,3,0,0,0,32,4,7,36.4,Matches,20a17a29
506,Bruno Pacheco,br BRA,DF,Ceará,30,1991,26.1,5,1,0,40,49,3,66,28,33,,,0,,,,,Matches,9b7976e6
507,Igor Paixão,br BRA,FWMF,Coritiba,21,2000,17.2,3,0,0,10,43,0,83,15,9,0,0,0,66,19,24,44.2,Matches,089c7323
508,Pará,br BRA,MF,Juventude,19,2002,0.9,1,0,0,2,0,0,0,1,1,0,0,0,6,0,1,0.0,Matches,5b1cd0cc
509,Nino Paraíba,br BRA,DF,Ceará,36,1986,24.6,11,0,0,34,45,1,174,36,22,1,0,0,122,36,35,50.7,Matches,403ef062
510,Guilherme Parede,br BRA,FWMF,Juventude,26,1995,6.6,3,0,0,8,5,1,28,3,2,,,0,,,,,Matches,2da1c94c
511,Weslley Patati,br BRA,FW,Santos,18,2003,0.2,0,0,0,0,1,0,0,0,0,,,0,,,,,Matches,0df16cd7
512,Patrick,br BRA,MFFW,São Paulo,29,1992,21.8,6,0,0,30,38,3,62,13,36,0,0,0,114,31,46,40.3,Matches,92add14e
513,Alan Patrick,br BRA,MFFW,Internacional,30,1991,17.5,3,0,0,21,41,1,56,6,3,0,0,0,106,8,15,34.8,Matches,00672021
514,Luan Patrick,br BRA,DF,América (MG),20,2002,9.0,3,0,0,7,3,0,12,12,6,0,0,0,46,7,7,50.0,Matches,dd5d1c85
515,Patryck,br BRA,DF,São Paulo,19,2003,0.3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,,Matches,8dcbd7af
516,Giuliano de Paula,br BRA,MF,Corinthians,31,1990,18.4,2,0,0,15,15,2,18,10,13,0,0,0,102,8,17,32.0,Matches,ab1b205d
517,Patrick de Paula,br BRA,MF,Botafogo (RJ),22,1999,11.3,4,0,0,12,25,0,14,17,7,0,1,0,71,11,12,47.8,Matches,9f12fbb7
518,Paulão,br BRA,DF,Cuiabá,35,1986,8.0,2,1,1,7,1,0,3,8,1,0,1,1,20,28,7,80.0,Matches,20587790
519,Paulinho,br BRA,FWMF,América (MG),23,1998,3.2,0,0,0,6,11,4,12,0,1,1,0,0,9,0,5,0.0,Matches,bc486f0e
520,Paulinho,br BRA,MF,Corinthians,33,1988,1.8,0,0,0,2,1,0,0,0,0,0,0,0,11,5,9,35.7,Matches,bb7337cc
521,Caio Paulista,br BRA,DF,Fluminense,23,1998,17.9,3,1,0,10,24,2,42,11,19,0,0,0,100,10,16,38.5,Matches,701bb051
522,Wellington Paulista,br BRA,FW,América (MG),37,1984,5.7,2,0,0,12,7,4,3,0,0,0,0,0,15,10,12,45.5,Matches,f2eece5b
523,João Paulo,br BRA,DF,América (MG),35,1986,3.9,0,0,0,2,0,0,21,7,5,0,0,0,21,6,6,50.0,Matches,ce208556
524,João Paulo,br BRA,GK,Santos,26,1995,37.0,5,0,0,0,7,0,0,2,2,0,0,0,41,8,2,80.0,Matches,d0102ca0
525,Marcos Paulo,br BRA,DF,Flamengo,19,2003,0.3,1,0,0,2,0,0,0,2,2,0,0,0,3,0,0,,Matches,4dd6bb79
526,Cristian Pavón,ar ARG,FWMF,Atlético Mineiro,26,1996,7.7,2,0,0,11,9,1,31,3,7,0,0,0,52,5,13,27.8,Matches,a664b026
527,Pedrinho,br BRA,FWMF,América (MG),22,1999,10.8,3,0,0,19,10,4,26,8,6,0,0,0,60,3,7,30.0,Matches,035341ba
528,Pedrinho,br BRA,DFFW,Atl Paranaense,19,2002,15.4,4,0,0,19,8,1,49,27,13,0,0,0,84,12,12,50.0,Matches,64aadf6b
529,Pedrinho,br BRA,MFFW,Atlético Mineiro,23,1998,2.5,0,0,0,1,6,0,7,3,3,0,0,0,19,3,3,50.0,Matches,6796e284
530,Pedrinho,br BRA,FW,Flamengo,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches,118d25ee
531,Pedro,br BRA,FW,Flamengo,24,1997,13.0,3,0,0,18,15,4,3,3,3,1,0,0,25,29,16,64.4,Matches,1ab6fad3
532,João Pedro,br BRA,DFFW,Corinthians,25,1996,1.3,1,0,0,1,0,0,0,1,0,0,0,0,4,2,0,100.0,Matches,31d1ed52
533,João Pedro Pepê,br BRA,MF,Cuiabá,24,1998,25.8,4,0,0,40,44,0,73,17,34,0,0,0,153,26,29,47.3,Matches,d75471eb
