Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,-9999
443,Messias,br BRA,DF,Ceará,27,1994,23.0,971,152,457,481,36,25,971,1,1,100.0,0,0.0,466,2351,1207,4,1,1,2,1,539,3,Matches,70bb3170
444,Lucas Mezenga,br BRA,DF,Botafogo (RJ),20,2001,3.1,195,18,90,90,15,5,195,0,0,,0,,106,407,187,0,0,0,1,0,114,0,Matches,d62f5849
445,Michel,br BRA,DF,Ceará,31,1990,11.8,681,35,218,307,162,7,681,9,6,66.7,3,33.3,349,1759,979,16,14,1,10,4,381,44,Matches,05384ea1
446,Carlos Miguel,br BRA,GK,Corinthians,23,1998,2.0,61,59,61,0,0,0,61,0,0,,0,,24,171,113,0,0,0,0,0,13,0,Matches,84454067
447,Fernando Miguel,br BRA,GK,Fortaleza,36,1985,20.0,521,449,520,1,0,0,521,0,0,,0,,237,1786,1332,0,0,0,0,0,131,0,Matches,f1f06658
448,Miranda,br BRA,DF,São Paulo,37,1984,12.8,757,113,391,353,16,15,757,4,3,75.0,1,25.0,412,1791,795,2,0,0,3,0,438,1,Matches,314f2124
449,Paulo Miranda,br BRA,DF,Juventude,33,1988,16.4,933,144,504,397,36,22,933,1,0,0.0,1,100.0,513,2572,1182,5,5,0,6,1,586,3,Matches,93a194e1
450,Paulinho Moccelin,br BRA,MFFW,Juventude,27,1994,4.3,183,5,36,77,72,12,183,11,1,9.1,10,90.9,85,650,361,12,13,2,11,5,94,20,Matches,d63fb6a8
451,Moisés,br BRA,DF,Internacional,26,1995,6.5,395,21,113,190,98,14,395,17,10,58.8,7,41.2,234,1299,691,16,7,1,8,4,238,36,Matches,a40af810
452,Moises,br BRA,FWMF,Fortaleza,25,1996,25.0,882,23,85,325,493,109,882,127,65,51.2,53,41.7,564,4731,2458,89,58,40,61,37,618,183,Matches,ddd07a25
453,Rodrigo Moledo,br BRA,DF,Internacional,34,1987,13.5,708,110,349,329,34,27,708,4,1,25.0,3,75.0,397,1927,1001,4,2,0,9,2,423,1,Matches,ce536c37
454,Jacob Montes,us USA,MF,Botafogo (RJ),23,1998,1.0,34,0,5,15,14,2,34,3,1,33.3,1,33.3,20,48,13,0,1,0,2,2,25,5,Matches,69678c84
455,Moraes,br BRA,DFMF,Juventude,24,1997,15.2,897,58,303,360,247,21,897,41,17,41.5,23,56.1,443,2580,1246,30,20,1,21,17,449,61,Matches,9b974a99
456,Airton Moraes,br BRA,GK,América (MG),27,1994,1.0,30,26,30,0,0,0,30,0,0,,0,,21,120,102,0,0,0,0,0,6,0,Matches,5e8682b0
457,Júnior Moraes,ua UKR,FW,Corinthians,34,1987,4.5,122,0,6,60,58,14,122,7,2,28.6,5,71.4,65,286,112,3,1,0,14,5,83,22,Matches,c43e5e7e
458,Wesley Moraes,br BRA,FW,Internacional,25,1996,3.3,114,5,9,46,59,16,114,7,6,85.7,1,14.3,66,239,56,1,1,0,7,4,93,19,Matches,bfae110f
459,Morato,br BRA,FWMF,Avaí,29,1992,7.3,315,6,38,130,151,15,315,27,16,59.3,11,40.7,216,1081,385,9,9,5,29,15,250,60,Matches,96b49b3b
460,João Moreira,pt POR,DF,São Paulo,17,2004,3.2,214,4,41,84,90,7,214,16,10,62.5,6,37.5,111,517,229,6,2,1,8,6,149,32,Matches,b3be99e3
461,Lucas Moreira,br BRA,MFFW,Cuiabá,21,2000,1.4,84,0,9,27,50,7,84,4,0,0.0,4,100.0,54,342,202,6,4,2,4,2,64,21,Matches,b9d412ff
462,Gustavo Mosquito,br BRA,FWMF,Corinthians,24,1997,12.6,514,12,73,210,236,46,514,45,17,37.8,25,55.6,353,2204,1088,33,18,16,21,15,387,106,Matches,c9ed46c4
463,Hugo Moura,br BRA,MF,Atl Paranaense,24,1998,19.4,992,47,255,637,117,10,992,14,9,64.3,5,35.7,561,3169,1494,22,19,3,23,7,611,14,Matches,14100165
464,Alex Muralha,br BRA,GK,Coritiba,32,1989,19.0,537,458,534,3,0,0,537,0,0,,0,,233,1350,1038,0,0,0,0,0,145,0,Matches,38082f12
465,Muriqui,br BRA,FWMF,Avaí,35,1986,14.3,509,5,44,272,199,38,507,27,8,29.6,19,70.4,304,1730,770,23,25,6,25,12,375,101,Matches,a55ac46c
466,Andrey Ramos do Nascimento,br BRA,MF,Coritiba,23,1998,5.4,355,8,54,215,93,8,355,13,8,61.5,5,38.5,228,1088,583,11,16,0,12,6,244,18,Matches,eb55ab5a
467,Matheus Nascimento,br BRA,FWMF,Botafogo (RJ),17,2004,6.8,219,8,15,100,106,29,219,14,7,50.0,6,42.9,125,574,212,7,10,3,24,15,154,47,Matches,e744c3de
468,Natan,br BRA,DF,Bragantino,20,2001,32.0,1763,219,858,850,66,21,1763,15,11,73.3,3,20.0,1186,8359,5318,41,18,0,7,7,1190,8,Matches,94bccc82
469,Natanael,br BRA,DF,Coritiba,20,2002,16.0,870,64,287,335,258,16,870,32,14,43.8,15,46.9,415,2373,1216,22,26,2,23,11,424,68,Matches,0b618504
470,Natanael,br BRA,DFFW,Avaí,31,1990,13.4,665,39,186,246,240,16,665,24,10,41.7,10,41.7,315,1942,1018,27,21,4,15,9,346,74,Matches,ed560575
471,Léo Natel,br BRA,FW,Corinthians,24,1997,0.3,16,0,0,6,10,1,16,0,0,,0,,12,51,30,1,1,0,0,2,12,5,Matches,cd8d04a2
472,Nathan,br BRA,DF,Santos,20,2001,6.9,437,19,117,234,93,3,437,30,13,43.3,15,50.0,228,1379,856,25,19,1,4,8,242,18,Matches,9fb6420e
473,Nathan,br BRA,MF,Goiás,20,2001,0.0,3,0,0,2,1,0,3,0,0,,0,,2,4,1,0,0,0,0,0,2,0,Matches,eb61284b
474,Nathan,br BRA,MFFW,Fluminense,25,1996,10.7,701,19,94,260,349,31,701,22,13,59.1,8,36.4,373,2059,1169,41,29,5,22,10,507,95,Matches,fa00f0c9
475,Nathan,br BRA,FWMF,Avaí,22,1999,1.1,32,0,2,13,18,8,32,0,0,,0,,15,79,34,1,2,2,3,1,21,8,Matches,e0d5a5e9
476,Rafael Navarro,br BRA,FWMF,Palmeiras,21,2000,8.0,224,3,16,81,134,47,224,13,9,69.2,4,30.8,111,471,199,6,4,3,30,12,140,40,Matches,4b5ab509
477,Kaiky Naves,br BRA,DFMF,Palmeiras,19,2002,0.4,22,4,10,11,1,0,22,0,0,,0,,14,28,18,0,0,0,0,0,15,0,Matches,621576f9
478,Bruno Nazário,br BRA,MF,Juventude,26,1995,6.5,367,3,43,172,156,17,367,20,8,40.0,7,35.0,229,1100,481,11,4,4,16,7,253,47,Matches,dc1d79a5
479,Neílton,br BRA,FWDF,Coritiba,27,1994,0.9,53,1,3,36,14,1,53,4,1,25.0,3,75.0,38,291,99,1,2,0,1,1,38,5,Matches,689299a6
480,Gabriel Neris,br BRA,MF,Juventude,20,2001,2.4,102,5,15,73,15,1,102,8,3,37.5,5,62.5,65,380,174,3,3,1,2,3,68,8,Matches,54fe5551
481,Gustavo Nescau,br BRA,FW,Cuiabá,21,2000,0.3,9,0,3,4,2,1,9,0,0,,0,,6,24,0,0,0,0,4,1,8,1,Matches,0682693b
482,Rodrigo Nestor,br BRA,MF,São Paulo,21,2000,23.6,1305,19,189,556,572,80,1305,53,22,41.5,28,52.8,706,3005,1450,47,17,29,38,27,867,154,Matches,c04ebe99
483,Gabriel Neves,uy URU,MF,São Paulo,24,1997,6.3,461,9,83,324,56,1,461,1,1,100.0,0,0.0,293,951,420,2,4,2,7,8,329,9,Matches,2a03fb5f
484,Nicolas,br BRA,FWMF,Goiás,32,1989,11.1,450,26,57,180,216,53,450,19,12,63.2,7,36.8,223,952,272,10,6,4,46,16,330,52,Matches,0e74a520
485,Nikão,br BRA,FWMF,São Paulo,29,1992,5.8,334,4,12,130,192,15,334,18,8,44.4,10,55.6,208,906,307,5,10,2,10,5,261,65,Matches,a34bb194
486,Nino,br BRA,DF,Fluminense,24,1997,27.9,1835,214,891,887,64,21,1835,19,13,68.4,1,5.3,1175,6626,4822,34,18,0,9,8,1303,2,Matches,d4fa2207
487,Gabriel Noga,br BRA,DF,Atl Goianiense,20,2002,0.0,,,,,,,,,,,,,,,,,,,,,,,Matches,aa306af5
488,Ygor Nogueira,br BRA,DF,Juventude,26,1995,5.0,279,44,170,106,4,2,279,1,1,100.0,0,0.0,157,704,420,1,0,0,1,0,175,1,Matches,38466ef3
489,Nonato,br BRA,MF,Fluminense,23,1998,12.1,1092,35,188,621,286,11,1092,24,11,45.8,11,45.8,735,3255,1956,23,38,2,15,16,877,40,Matches,b91a6912
490,Nonoca,br BRA,MF,Avaí,23,1998,11.5,635,35,184,406,63,8,635,20,10,50.0,9,45.0,367,2223,1183,18,17,2,18,14,395,6,Matches,06c062d4
491,Gabriel Novaes,br BRA,FWMF,Bragantino,22,1999,4.3,125,3,13,51,63,13,125,12,5,41.7,5,41.7,82,619,144,2,7,1,9,5,87,27,Matches,297a324a
492,Thales Oleques,br BRA,DF,Avaí,27,1994,6.2,355,30,137,132,86,0,355,5,1,20.0,3,60.0,167,760,388,9,5,0,4,3,174,18,Matches,a30f8286
493,Bruno Oliveira,br BRA,MFFW,Santos,23,1998,5.0,311,2,33,176,103,12,311,13,4,30.8,9,69.2,204,1184,455,9,10,3,11,4,225,21,Matches,d46904eb
494,Yuri Oliveira Lima,br BRA,MF,Juventude,27,1994,16.8,1018,37,256,626,140,9,1018,15,12,80.0,2,13.3,592,2502,1039,12,18,1,17,11,707,12,Matches,bcf3d64e
495,Pedro Oliveira,br BRA,MFFW,Goiás,17,2004,3.3,177,4,41,71,68,9,177,15,5,33.3,9,60.0,95,681,334,6,11,0,7,6,98,31,Matches,089b56d8
496,Leo Ortiz,br BRA,DF,Bragantino,26,1996,21.4,1417,202,686,700,44,12,1417,15,13,86.7,2,13.3,897,5466,3522,26,13,0,10,2,899,4,Matches,53834fa2
497,Kelvin Osorio,co COL,MFDF,Cuiabá,28,1993,10.5,581,22,103,255,233,14,581,11,6,54.5,4,36.4,275,1543,924,22,20,2,8,7,332,65,Matches,1247ace9
498,Otávio,br BRA,MF,Atlético Mineiro,27,1994,12.9,999,27,254,700,56,4,999,6,4,66.7,1,16.7,640,2872,1138,4,7,1,7,5,726,11,Matches,243f4a0b
499,Luiz Otávio,br BRA,DF,Ceará,33,1988,21.2,1030,141,554,437,46,27,1030,6,4,66.7,1,16.7,548,3056,1698,4,4,0,11,3,592,5,Matches,ed976dd9
500,Rómulo Otero,ve VEN,MFFW,Fortaleza,29,1992,2.6,160,0,9,75,78,3,160,12,6,50.0,3,25.0,97,555,184,3,5,1,8,7,104,15,Matches,96fdc3c0
501,Luis Oyama,br BRA,MF,Botafogo (RJ),25,1997,12.0,710,22,144,472,101,6,710,21,15,71.4,6,28.6,387,2433,1122,18,15,1,13,19,447,17,Matches,ed0c094b
502,Pablo,br BRA,FW,Atl Paranaense,29,1992,16.6,564,31,60,263,244,45,564,16,8,50.0,8,50.0,279,1265,427,9,12,2,43,18,384,66,Matches,1ad394c5
503,Pablo,br BRA,DF,Flamengo,30,1991,21.6,1416,193,723,675,32,20,1416,6,6,100.0,0,0.0,830,4225,2496,9,3,0,11,2,918,1,Matches,29d8ad3f
504,Juan Pablo,br BRA,DFMF,Goiás,19,2002,1.9,92,5,29,40,23,3,92,1,1,100.0,0,0.0,40,181,105,3,1,2,2,0,38,4,Matches,f40465af
505,Juan Pablo Ramírez,co COL,MFFW,América (MG),24,1997,4.5,267,1,32,121,117,20,267,24,12,50.0,11,45.8,147,806,303,7,2,5,13,10,171,26,Matches,20a17a29
506,Bruno Pacheco,br BRA,DF,Ceará,30,1991,26.1,,,,,,,,,,,,,,,,,,,,,,,Matches,9b7976e6
507,Igor Paixão,br BRA,FWMF,Coritiba,21,2000,17.2,730,12,89,263,402,62,730,94,47,50.0,44,46.8,456,3786,2384,80,54,22,46,21,478,137,Matches,089c7323
508,Pará,br BRA,MF,Juventude,19,2002,0.9,44,2,14,27,3,0,44,0,0,,0,,31,129,31,0,0,0,1,0,32,0,Matches,5b1cd0cc
509,Nino Paraíba,br BRA,DF,Ceará,36,1986,24.6,1508,62,380,628,528,29,1508,74,30,40.5,38,51.4,786,5147,2776,90,59,9,45,13,836,156,Matches,403ef062
510,Guilherme Parede,br BRA,FWMF,Juventude,26,1995,6.6,,,,,,,,,,,,,,,,,,,,,,,Matches,2da1c94c
511,Weslley Patati,br BRA,FW,Santos,18,2003,0.2,,,,,,,,,,,,,,,,,,,,,,,Matches,0df16cd7
512,Patrick,br BRA,MFFW,São Paulo,29,1992,21.8,1079,24,162,518,420,78,1079,73,31,42.5,41,56.2,652,3416,1412,42,38,15,69,44,769,162,Matches,92add14e
513,Alan Patrick,br BRA,MFFW,Internacional,30,1991,17.5,1077,4,78,537,482,60,1075,48,29,60.4,16,33.3,714,4282,1932,54,49,10,43,34,803,106,Matches,00672021
514,Luan Patrick,br BRA,DF,América (MG),20,2002,9.0,427,50,198,178,55,2,427,3,1,33.3,2,66.7,222,1156,720,11,12,0,2,1,230,14,Matches,dd5d1c85
515,Patryck,br BRA,DF,São Paulo,19,2003,0.3,16,0,7,8,1,0,16,1,1,100.0,0,0.0,8,45,29,1,0,0,0,0,10,0,Matches,8dcbd7af
516,Giuliano de Paula,br BRA,MF,Corinthians,31,1990,18.4,1229,23,178,739,322,40,1229,31,21,67.7,9,29.0,712,2841,1403,24,24,1,30,22,916,84,Matches,ab1b205d
517,Patrick de Paula,br BRA,MF,Botafogo (RJ),22,1999,11.3,584,24,122,371,96,4,584,16,10,62.5,6,37.5,299,1444,726,7,7,1,16,8,344,18,Matches,9f12fbb7
518,Paulão,br BRA,DF,Cuiabá,35,1986,8.0,344,72,190,137,17,11,344,1,0,0.0,1,100.0,157,811,284,0,3,0,2,2,188,1,Matches,20587790
519,Paulinho,br BRA,FWMF,América (MG),23,1998,3.2,118,1,7,35,78,10,118,14,9,64.3,5,35.7,73,471,199,12,9,4,10,6,81,22,Matches,bc486f0e
520,Paulinho,br BRA,MF,Corinthians,33,1988,1.8,107,6,18,67,22,1,107,5,5,100.0,0,0.0,71,334,124,3,4,0,5,3,77,4,Matches,bb7337cc
521,Caio Paulista,br BRA,DF,Fluminense,23,1998,17.9,1184,41,231,493,482,61,1184,92,48,52.2,39,42.4,704,4555,2470,80,58,23,38,32,772,129,Matches,701bb051
522,Wellington Paulista,br BRA,FW,América (MG),37,1984,5.7,166,3,15,69,84,27,165,1,1,100.0,0,0.0,79,234,80,4,2,2,14,4,126,23,Matches,f2eece5b
523,João Paulo,br BRA,DF,América (MG),35,1986,3.9,229,11,65,99,67,2,229,6,1,16.7,5,83.3,110,551,305,8,11,0,4,2,104,9,Matches,ce208556
524,João Paulo,br BRA,GK,Santos,26,1995,37.0,1063,896,1053,10,0,0,1063,3,3,100.0,0,0.0,470,2549,1666,0,0,0,1,0,347,0,Matches,d0102ca0
525,Marcos Paulo,br BRA,DF,Flamengo,19,2003,0.3,26,0,16,7,4,0,26,0,0,,0,,5,43,32,1,1,0,0,0,7,0,Matches,4dd6bb79
526,Cristian Pavón,ar ARG,FWMF,Atlético Mineiro,26,1996,7.7,435,2,37,181,222,37,435,36,21,58.3,12,33.3,276,1665,832,29,15,14,16,12,310,97,Matches,a664b026
527,Pedrinho,br BRA,FWMF,América (MG),22,1999,10.8,498,14,74,155,291,50,498,58,29,50.0,26,44.8,341,3713,2104,65,49,21,34,28,339,95,Matches,035341ba
528,Pedrinho,br BRA,DFFW,Atl Paranaense,19,2002,15.4,849,45,246,390,225,9,849,37,14,37.8,21,56.8,429,2492,1125,28,22,4,19,10,443,67,Matches,64aadf6b
529,Pedrinho,br BRA,MFFW,Atlético Mineiro,23,1998,2.5,174,1,20,92,62,6,174,13,4,30.8,5,38.5,123,767,374,9,13,0,6,3,129,10,Matches,6796e284
530,Pedrinho,br BRA,FW,Flamengo,18,2003,0.1,4,0,1,2,1,0,4,0,0,,0,,3,35,0,1,0,0,1,0,3,1,Matches,118d25ee
531,Pedro,br BRA,FW,Flamengo,24,1997,13.0,342,14,25,117,203,89,341,22,10,45.5,11,50.0,176,675,252,8,5,6,37,16,255,78,Matches,1ab6fad3
532,João Pedro,br BRA,DFFW,Corinthians,25,1996,1.3,66,9,32,26,9,2,66,4,3,75.0,1,25.0,28,210,162,3,3,1,1,0,29,1,Matches,31d1ed52
533,João Pedro Pepê,br BRA,MF,Cuiabá,24,1998,25.8,1454,41,254,828,404,29,1454,52,34,65.4,14,26.9,878,5852,3048,72,53,4,41,32,996,82,Matches,d75471eb
534,Peglow,br BRA,FWMF,Atl Goianiense,20,2002,2.6,161,5,20,55,89,10,161,17,9,52.9,8,47.1,89,529,247,9,10,2,8,5,108,25,Matches,8a861bc5
535,Pegorari,br BRA,GK,Juventude,30,1991,12.7,416,365,416,0,0,0,416,0,0,,0,,190,1002,666,0,0,0,0,0,140,0,Matches,2ad9d2e3
536,Matheus Peixoto,br BRA,FW,Ceará,26,1995,5.2,148,6,10,84,56,21,148,3,2,66.7,1,33.3,78,270,77,1,3,0,11,5,112,22,Matches,05160796
537,Douglas Pelé,br BRA,FWDF,Goiás,22,1999,1.0,32,0,9,14,9,0,32,4,1,25.0,2,50.0,17,97,45,2,1,0,4,2,16,3,Matches,7c6ac38f
538,Léo Pelé,br BRA,DF,São Paulo,25,1996,27.6,1771,85,553,1106,122,14,1771,15,12,80.0,1,6.7,1194,8235,5823,78,45,0,11,7,1288,11,Matches,77980eb9
539,Carlos de Pena,uy URU,MFFW,Internacional,29,1992,29.3,2032,58,281,1065,701,39,2029,22,12,54.5,9,40.9,1118,5149,2582,56,66,5,32,13,1306,123,Matches,6b915aa1
540,Andreas Pereira,br BRA,MF,Flamengo,26,1996,8.8,532,10,54,265,217,11,532,9,5,55.6,4,44.4,330,1734,758,15,17,3,11,6,370,26,Matches,6639e500
541,Egídio Pereira Júnior,br BRA,DFMF,Coritiba,35,1986,14.0,915,43,229,385,313,14,915,25,18,72.0,4,16.0,460,2020,1124,23,20,3,25,5,495,76,Matches,6c5b3d31
542,Léo Pereira,br BRA,DF,Flamengo,26,1996,12.4,1001,66,336,584,88,12,1001,3,2,66.7,1,33.3,721,3836,2572,22,18,2,8,0,754,9,Matches,bd247251
543,Hernán Pérez,py PAR,FW,Coritiba,32,1989,1.1,46,0,6,23,18,4,46,4,1,25.0,3,75.0,24,191,65,2,1,0,2,1,31,8,Matches,e1cea3f7
544,Lucas Perri,br BRA,GK,Botafogo (RJ),24,1997,3.8,125,104,124,1,0,0,125,0,0,,0,,62,346,209,0,0,0,0,0,39,0,Matches,5dbd461a
545,Petterson,br BRA,FWMF,Flamengo,18,2004,0.3,8,0,1,4,4,0,8,0,0,,0,,6,32,14,0,1,0,0,0,5,3,Matches,9943597e
546,Yan Phillipe,br BRA,FW,Atlético Mineiro,17,2004,0.2,18,0,1,12,5,1,18,2,1,50.0,0,0.0,9,52,12,0,2,0,1,0,11,2,Matches,03d01a35
547,Del Piage,br BRA,MF,Botafogo (RJ),21,2000,5.7,287,13,60,168,61,3,287,6,2,33.3,4,66.7,150,710,365,6,4,2,6,10,174,9,Matches,679ca46d
548,Lucas Piazon,br BRA,FWMF,Botafogo (RJ),28,1994,8.3,399,11,47,211,147,11,399,20,6,30.0,14,70.0,201,1024,385,12,12,1,13,6,257,41,Matches,f201798c
549,Yago Pikachu,br BRA,DFMF,Fortaleza,29,1992,13.4,629,16,102,281,252,38,627,17,9,52.9,8,47.1,348,1691,833,17,21,4,18,13,416,95,Matches,462f1e13
550,Mario Pineida,ec ECU,DF,Fluminense,29,1992,3.7,255,11,68,118,70,6,255,15,4,26.7,8,53.3,134,583,258,8,3,3,4,5,164,18,Matches,2990a468
551,Joaquín Piquerez,uy URU,DF,Palmeiras,23,1998,24.7,1572,69,482,713,396,25,1572,45,18,40.0,24,53.3,813,3926,2160,42,28,3,25,10,923,96,Matches,46009f44
552,Gabriel Pirani,br BRA,FWMF,Santos,19,2002,0.5,24,0,4,3,17,2,24,0,0,,0,,15,79,45,2,1,0,2,1,19,9,Matches,17205abf
553,Gabriel Pirani,br BRA,MFFW,Cuiabá,19,2002,4.9,173,1,17,60,100,15,173,9,4,44.4,4,44.4,107,639,322,15,5,5,8,10,120,43,Matches,17205abf
554,Felipe Pires,br BRA,MFFW,Juventude,26,1995,7.4,288,1,33,128,130,14,288,16,4,25.0,7,43.8,200,1733,1017,30,22,4,7,7,225,51,Matches,2cd3d3ce
555,Rafael Pires,br BRA,GK,Atlético Mineiro,32,1989,1.0,20,18,20,0,0,0,20,0,0,,0,,13,80,33,0,0,0,0,0,9,0,Matches,539f6761
556,Lucas Piton,br BRA,DFFW,Corinthians,21,2000,19.7,1345,43,330,638,390,25,1345,28,14,50.0,13,46.4,712,3377,1937,51,35,3,25,12,822,105,Matches,defce7f1
557,Isidro Pitta,py PAR,FW,Juventude,22,1999,26.8,755,22,56,338,376,110,754,43,20,46.5,21,48.8,430,3106,1373,45,40,20,58,27,567,163,Matches,e9fc7295
558,Luan Polli,br BRA,GK,Atl Goianiense,28,1993,2.0,67,61,67,0,0,0,67,0,0,,0,,32,156,127,0,0,0,0,0,20,0,Matches,96aa89c4
559,Diego Porfirio,br BRA,DF,Coritiba,22,1999,5.0,306,15,93,148,68,4,306,11,3,27.3,7,63.6,162,918,517,12,10,1,8,1,162,21,Matches,8512d219
560,William Pottker,br BRA,FWMF,Avaí,28,1993,21.9,1083,19,114,494,496,83,1081,106,52,49.1,50,47.2,696,4760,2240,76,63,17,84,39,832,191,Matches,214a16c5
561,Bruno Praxedes,br BRA,MF,Bragantino,19,2002,6.5,342,3,25,197,126,17,342,15,9,60.0,5,33.3,266,1701,659,16,14,1,9,10,265,39,Matches,5dd520a8
562,Erick Pulgar,cl CHI,MF,Flamengo,28,1994,3.9,326,13,74,209,44,0,326,3,2,66.7,1,33.3,187,692,311,1,2,0,1,1,221,3,Matches,4611e028
563,Jean Pyerre,br BRA,MF,Avaí,23,1998,8.4,678,1,63,425,196,6,678,18,10,55.6,7,38.9,412,1755,821,13,16,0,12,9,524,34,Matches,b41dc073
564,Du Queiroz,br BRA,MF,Corinthians,22,2000,28.9,1749,21,290,1101,378,35,1749,65,36,55.4,27,41.5,1113,6477,3054,74,42,11,64,29,1297,98,Matches,8440b0cb
565,Igor Rabello,br BRA,DF,Atlético Mineiro,26,1995,6.7,478,45,212,249,20,9,478,0,0,,0,,309,1304,845,3,2,0,0,1,337,2,Matches,48048864
566,Rafael,br BRA,DF,Botafogo (RJ),31,1990,3.1,186,7,60,90,38,4,186,6,4,66.7,1,16.7,92,553,381,8,5,1,4,2,100,12,Matches,9a1f2e1c
567,Caio Rafael,br BRA,FW,Ceará,17,2004,0.4,17,1,2,3,12,2,17,2,1,50.0,1,50.0,14,40,13,0,1,0,0,0,14,4,Matches,b7cda839
568,Léo Rafael,br BRA,FWMF,Ceará,20,2001,1.0,60,1,4,35,21,3,60,2,1,50.0,1,50.0,42,173,47,1,2,0,0,1,51,8,Matches,ef1df474
569,Zé Rafael,br BRA,MF,Palmeiras,28,1993,28.5,1553,37,323,916,353,60,1553,68,37,54.4,28,41.2,934,5324,2702,50,45,7,51,51,1043,70,Matches,634b1413
570,Rafinha,br BRA,DF,São Paulo,36,1985,28.5,2259,96,643,1362,266,5,2259,5,3,60.0,1,20.0,1353,5588,3289,43,43,1,15,0,1586,52,Matches,d003e213
571,Eric Ramires,br BRA,MFFW,Bragantino,21,2000,12.9,695,21,112,396,200,15,695,20,9,45.0,10,50.0,451,2636,1185,30,21,2,27,12,439,38,Matches,37faa4cb
572,Lucas Ramires,br BRA,DF,Juventude,19,2002,0.3,13,3,7,5,1,0,13,0,0,,0,,10,39,19,0,0,0,0,0,12,0,Matches,32395c13
573,Ramon,br BRA,DF,Bragantino,20,2001,8.0,543,27,164,248,133,7,543,21,11,52.4,9,42.9,290,1559,737,12,12,0,15,9,273,42,Matches,fdf88bc0
574,Lucas Ramos,br BRA,MFFW,Internacional,21,2001,0.9,43,1,12,23,10,0,43,2,1,50.0,1,50.0,24,183,112,2,0,0,0,1,26,1,Matches,c0163100
575,Rafael Ramos,pt POR,DF,Corinthians,27,1995,14.5,1002,38,320,460,235,12,1002,28,17,60.7,10,35.7,556,2687,1445,19,19,4,7,4,607,57,Matches,f8ddf51c
576,Raniele,br BRA,MFDF,Avaí,25,1996,31.3,1966,199,689,1097,206,31,1966,65,38,58.5,22,33.8,1126,7103,3768,49,44,11,40,23,1264,37,Matches,a025365f
577,Wellington Rato,br BRA,FWMF,Atl Goianiense,29,1992,30.9,1525,34,206,687,650,81,1525,61,36,59.0,20,32.8,972,5807,2600,68,53,17,51,34,1083,185,Matches,598917cf
578,Raul,br BRA,MF,Bragantino,25,1996,27.5,1849,91,543,1151,176,2,1849,28,15,53.6,11,39.3,1236,6389,2971,30,30,1,28,19,1238,20,Matches,c2f9cf65
579,Pedro Raul,br BRA,FW,Goiás,25,1996,30.5,838,47,76,332,442,160,835,42,21,50.0,21,50.0,436,2063,784,32,23,14,91,37,615,128,Matches,ed074559
580,Leonardo Realpe,ec ECU,DF,Bragantino,20,2001,7.4,426,60,228,187,14,3,426,3,3,100.0,0,0.0,286,1643,1046,10,7,0,3,0,255,1,Matches,57701cbd
581,Rafinha Rech,br BRA,FWMF,Juventude,19,2002,4.2,184,1,30,76,81,13,184,16,7,43.8,9,56.3,123,810,306,14,10,6,13,6,124,23,Matches,a8f19786
582,Régis,br BRA,MF,Coritiba,29,1992,8.5,354,7,38,169,150,23,354,14,6,42.9,8,57.1,202,1151,540,14,13,5,20,10,221,48,Matches,0e2331f3
583,Reinaldo,br BRA,DFFW,São Paulo,32,1989,16.3,1051,31,173,443,445,23,1050,34,17,50.0,17,50.0,516,2896,1476,33,31,4,25,18,576,110,Matches,ab3edc87
584,César Reis,br BRA,GK,Juventude,26,1995,24.3,764,647,761,4,0,0,764,0,0,,0,,389,2281,1543,0,0,0,1,1,270,0,Matches,76d4135b
585,Renan,br BRA,DF,Bragantino,19,2002,3.2,178,36,109,70,3,0,178,4,2,50.0,2,50.0,110,697,395,1,0,0,4,1,100,0,Matches,80c738be
586,Robert Renan,br BRA,DF,Corinthians,18,2003,10.0,626,85,320,299,11,1,626,2,2,100.0,0,0.0,395,2192,1372,5,1,0,9,3,415,0,Matches,168a2e81
587,Renato,br BRA,DFMF,Avaí,32,1990,11.3,586,24,133,259,199,10,586,17,8,47.1,6,35.3,293,1504,818,22,16,2,20,10,375,61,Matches,8fe5bdcd
588,Renê,br BRA,DF,Internacional,29,1992,27.5,2093,100,649,1068,396,12,2093,32,17,53.1,11,34.4,1152,5906,3387,59,61,2,26,17,1263,70,Matches,d000ffc7
589,Réver,br BRA,DF,Atlético Mineiro,37,1985,10.5,858,128,447,401,13,7,858,4,3,75.0,1,25.0,469,2067,1018,0,1,0,3,1,598,2,Matches,1938fd6a
590,Rhaldney,br BRA,MFFW,Atl Goianiense,23,1998,2.0,115,10,26,63,26,1,115,2,2,100.0,0,0.0,61,349,129,0,2,1,4,1,68,4,Matches,ae3ef77f
591,Everton Ribeiro,br BRA,MFFW,Flamengo,32,1989,19.9,1391,19,147,646,615,50,1391,59,42,71.2,16,27.1,916,4657,2581,58,58,9,51,34,1051,172,Matches,68fb50a2
592,Lucas Ribeiro,br BRA,DFMF,Ceará,23,1999,5.6,310,35,156,151,5,2,310,5,3,60.0,2,40.0,205,1314,826,4,1,0,4,1,208,2,Matches,607d64c6
